AgeCurrent,SchoolLocation,SchoolYear,SchoolYearTEXT,SchoolFinish,IdentityEthnicity,IdentityRace,IdentityReligion,IdentityDisability,IdentityNeuro,IdentitySexuality,IdentitySexualityTEXT,IdentityGender,IdentityGenderTEXT,IdentitySex,IdentitySexTEXT,HSS1Q1,HSS1Q2,HSS2Q1,HSS2Q2,HSS3Q1,HSS3Q2,HSS4Q1,HSS4Q2,HSS5Q1,HSS5Q2,HSS6Q1,HSS6Q2,HSS7Q1,HSS7Q2,HSS8Q1,HSS8Q2,HSS9Q1,HSS9Q2,HSS10Q1,HSS10Q2,HSS11Q1,HSS11Q2,HSS12Q1,HSS12Q2,HSS13Q1,HSS13Q2,HSS14Q1,HSS14Q2,RaceDemog,ReligionDemog,GenderGroup,SexualityGroup,HSS1,HSS2,HSS3,HSS4,HSS5,HSS6,HSS7,HSS8,HSS9,HSS10,HSS11,HSS12,HSS13,HSS14,SMA_RSS
16,3,1,10,NA,10,6,8,6,1,3,NA,1,NA,1,NA,5,4,6,3,4,2,6,5,1,2,6,5,2,3,3,2,6,5,6,5,6,5,4,2,1,2,2,4,6,2,1,1,20,18,8,30,2,30,6,6,30,30,30,8,2,8,16.28571429
16,1,1,10,NA,10,6,4,6,3,10,NA,2,NA,2,NA,1,1,2,3,1,1,4,4,1,1,1,1,1,1,2,1,3,2,1,5,1,1,6,6,1,2,1,3,6,1,2,2,1,6,1,16,1,1,1,2,6,5,1,36,2,3,5.857142857
18,2,2,NA,"1,6",10,6,8,5,2,"6,7",NA,7,NA,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,5,4,5,5,4,4,2,2,4,3,5,4,6,2,NA,2,4,4,4,4,4,4,4,6,20,25,16,4,12,20,9.357142857
16,2,1,10,NA,10,6,8,5,1,"2,6",NA,5,NA,2,NA,4,2,3,1,5,3,5,4,2,1,5,2,3,2,2,2,6,4,6,3,6,3,3,2,5,5,6,5,6,2,5,2,8,3,15,20,2,10,6,4,24,18,18,6,25,30,13.5
16,2,1,11,NA,"12,16",6,2,5,2,"3,4,6,7",NA,1,NA,1,NA,2,2,2,2,2,2,2,2,2,2,4,3,1,1,5,4,3,1,4,3,4,3,2,2,4,4,6,6,6,1,1,2,4,4,4,4,4,12,1,20,3,12,12,4,16,36,9.714285714
17,1,1,12,NA,10,6,6,5,1,"6,10",NA,2,NA,2,NA,2,2,1,1,4,4,3,3,4,1,2,1,3,1,4,1,6,3,6,5,4,2,6,5,4,3,5,3,6,1,2,2,4,1,16,9,4,2,3,4,18,30,8,30,12,15,11.14285714
19,1,1,12,NA,"6,10","2,6",7,4,1,"3,4",NA,"1,6",Intersex,3,NA,4,2,5,4,4,4,1,1,3,3,6,5,2,2,4,4,6,6,5,5,5,5,2,5,1,1,3,3,9,3,NA,1,8,20,16,1,9,30,4,16,36,25,25,10,1,9,15
17,3,1,12,NA,"5,12",6,6,4,1,"2,6,7",NA,3,NA,2,NA,2,1,2,1,5,4,3,3,3,3,6,5,2,2,6,5,6,6,6,6,6,6,6,6,5,5,4,2,6,1,3,2,2,2,20,9,9,30,4,30,36,36,36,36,25,8,20.21428571
16,3,3,NA,NA,"10,17",8,8,4,2,1,NA,2,NA,2,NA,6,3,6,3,6,3,6,3,6,3,5,2,5,4,6,2,6,2,6,1,6,1,5,2,3,1,6,4,8,2,2,1,18,18,18,18,18,10,20,12,12,6,6,10,3,24,13.78571429
24,1,2,NA,"4,6","7,10,12",4,8,4,1,1,NA,2,NA,2,NA,2,2,2,2,5,5,3,2,3,2,6,5,2,2,2,2,5,2,5,3,1,1,3,2,5,3,5,4,4,2,2,1,4,4,25,6,6,30,4,4,10,15,1,6,15,20,10.71428571
17,2,1,12,NA,"6,10,12","2,6",8,5,2,10,NA,1,NA,1,NA,6,5,2,1,2,2,6,4,1,1,1,1,3,2,1,1,6,6,6,6,6,6,6,6,4,2,5,4,9,2,1,2,30,2,4,24,1,1,6,1,36,36,36,36,8,20,17.21428571
16,1,1,11,NA,10,6,8,5,1,"4,6",NA,"1,5",NA,2,NA,6,4,6,6,6,5,6,5,4,4,6,5,6,5,6,6,6,6,6,6,6,6,6,6,5,4,6,6,6,2,5,2,24,36,30,30,16,30,30,36,36,36,36,36,20,36,30.85714286
24,2,2,NA,"2,6",10,6,8,5,1,1,NA,2,NA,2,NA,2,2,2,2,5,3,2,2,1,2,5,4,1,1,3,3,6,4,6,5,3,2,5,4,1,1,2,2,6,2,2,1,4,4,15,4,2,20,1,9,24,30,6,20,1,4,10.28571429
17,2,1,12,NA,"6,10,12","2,6",7,5,2,"2,6,8",NA,2,NA,2,NA,6,4,6,2,4,3,6,4,5,3,5,3,4,3,6,4,5,4,6,4,6,4,6,4,4,4,6,5,9,3,2,2,24,12,12,24,15,15,12,24,20,24,24,24,16,30,19.71428571
17,3,1,12,8,16,6,2,5,2,6,NA,2,NA,2,NA,2,2,3,3,2,2,3,2,3,3,3,2,1,1,1,1,1,1,1,1,2,2,3,3,3,2,3,4,6,1,2,2,4,9,4,6,9,6,1,1,1,1,4,9,6,12,5.214285714
17,1,1,12,NA,"10,12",6,8,5,3,"1,9",NA,2,NA,2,NA,6,5,3,4,3,2,6,4,2,3,1,2,1,2,5,3,6,6,6,6,6,6,6,6,5,4,5,4,6,2,2,3,30,12,6,24,6,2,2,15,36,36,36,36,20,20,20.07142857
22,2,2,NA,2,"10,12",6,8,4,1,"3,4,7",NA,"1,5",NA,2,NA,1,1,1,1,2,2,2,2,2,1,3,3,1,1,2,2,4,4,4,4,5,5,4,4,4,4,4,4,6,2,5,1,1,1,4,4,2,9,1,4,16,16,25,16,16,16,9.357142857
16,2,1,11,NA,7,4,8,5,2,1,NA,2,NA,2,NA,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,4,5,5,5,5,3,4,4,5,4,2,2,1,2,4,1,1,1,1,1,1,20,20,25,25,12,20,9.571428571
16,1,3,NA,NA,"12,16",6,8,4,1,7,NA,2,NA,2,NA,3,2,3,2,4,3,3,2,2,2,3,2,2,2,3,3,6,5,6,5,6,5,5,4,5,5,5,4,6,2,2,4,6,6,12,6,4,6,4,9,30,30,30,20,25,20,14.85714286
19,1,2,NA,7,10,6,8,6,1,1,NA,"3,5",NA,2,NA,4,2,3,3,5,5,3,2,3,2,3,3,2,2,4,4,5,5,6,6,5,5,4,3,3,4,5,5,6,2,3,1,8,9,25,6,6,9,4,16,25,36,25,12,12,25,15.57142857
19,3,2,NA,1,10,6,8,5,3,6,NA,3,NA,2,NA,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,5,4,6,5,5,4,5,5,3,2,6,5,6,2,3,2,4,4,9,4,4,4,4,9,20,30,20,25,6,30,12.35714286
17,1,1,12,NA,11,6,8,5,1,1,NA,2,NA,2,NA,4,3,4,4,2,1,5,3,1,1,3,2,3,2,5,3,2,1,2,4,4,1,5,3,3,3,6,4,6,2,2,1,12,16,2,15,1,6,6,15,2,8,4,15,9,24,9.642857143
22,2,2,NA,3,"3,10",6,8,5,2,3,NA,1,NA,1,NA,3,2,3,2,4,4,4,3,2,2,5,5,2,2,5,4,6,5,5,5,6,5,4,4,5,4,6,5,6,2,1,1,6,6,16,12,4,25,4,20,30,25,30,16,20,30,17.42857143
24,2,2,NA,3,10,6,2,5,1,6,NA,3,NA,2,NA,2,1,4,2,2,1,4,2,2,1,2,1,1,1,3,2,6,5,6,5,6,5,6,5,4,2,5,4,6,1,3,2,2,8,2,8,2,2,1,6,30,30,30,30,8,20,12.78571429
23,2,2,NA,3,"12,14",6,8,4,1,"2,7",NA,2,NA,1,NA,1,1,1,1,6,5,1,3,1,1,4,5,2,3,4,5,5,3,4,4,1,1,1,4,1,1,3,4,6,2,4,1,1,1,30,3,1,20,6,20,15,16,1,4,1,12,9.357142857
17,3,1,12,NA,NA,6,6,4,2,2,NA,2,NA,2,NA,4,2,3,3,3,4,2,2,1,1,6,5,3,3,1,1,5,3,6,6,1,1,4,5,4,5,5,5,6,1,2,1,8,9,12,4,1,30,9,1,15,36,1,20,20,25,13.64285714
22,1,2,NA,"1,6",10,6,8,5,1,7,NA,"1,5",NA,2,NA,1,1,1,1,3,3,1,1,1,1,2,1,1,1,1,1,3,2,4,2,4,2,1,1,2,1,2,1,6,2,5,4,1,1,9,1,1,2,1,1,6,8,8,1,2,2,3.142857143
17,2,1,12,NA,"10,12,16",6,4,5,2,"9,11",Bi-romantic and asexual,3,NA,2,NA,2,2,2,2,5,4,2,2,1,1,5,4,3,2,4,3,6,5,6,6,4,4,3,2,5,4,5,5,6,1,3,3,4,4,20,4,1,20,6,12,30,36,16,6,20,25,14.57142857
23,1,2,NA,"2,6",12,6,6,5,1,"6,10",NA,"3,4,5",NA,2,NA,4,2,5,3,4,4,5,4,3,3,5,5,3,2,6,6,5,4,6,6,5,4,6,5,5,4,6,6,6,1,3,2,8,15,16,20,9,25,6,36,20,36,20,30,20,36,21.21428571
16,3,1,11,4,11,6,8,5,3,4,NA,"1,5",NA,2,NA,6,2,1,1,6,5,3,6,1,2,4,3,1,1,5,4,4,1,4,5,1,2,5,4,1,1,2,6,6,2,5,1,12,1,30,18,2,12,1,20,4,20,2,20,1,12,11.07142857
23,2,2,NA,3,7,4,7,5,3,2,NA,2,NA,2,NA,6,1,3,1,1,1,2,1,1,1,6,6,1,1,1,1,6,6,6,6,6,6,6,6,4,4,6,6,4,3,2,1,6,3,1,2,1,36,1,1,36,36,36,36,16,36,17.64285714
17,2,1,12,NA,"6,8",2,7,5,2,7,NA,2,NA,2,NA,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,2,3,2,4,2,1,1,2,2,1,2,1,1,12,1,1,1,1,2.071428571
17,2,2,NA,6,"11,12",6,8,5,1,1,NA,2,NA,2,NA,3,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,4,3,4,4,2,2,5,5,3,2,4,6,6,2,2,1,3,4,1,2,1,1,1,1,12,16,4,25,6,24,7.214285714
18,1,1,12,NA,"10,12",6,2,4,1,"6,8",NA,2,NA,2,NA,4,3,2,1,6,3,4,2,1,4,4,6,2,1,2,2,1,1,4,4,5,4,1,2,6,6,5,4,6,1,2,2,12,2,18,8,4,24,2,4,1,16,20,2,36,20,12.07142857
22,1,2,NA,1,10,6,8,5,2,8,NA,2,NA,2,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,3,4,3,3,2,3,6,2,2,4,1,1,1,1,1,2,1,1,2,4,1,12,9,6,3.071428571
17,1,2,NA,1,10,6,8,5,2,"2,7",NA,2,NA,2,NA,2,1,1,1,2,2,2,2,1,2,1,1,1,1,3,2,4,2,5,2,1,1,1,1,4,4,2,2,6,2,2,1,2,1,4,4,2,1,1,6,8,10,1,1,16,4,4.357142857
16,2,1,11,NA,10,6,8,5,2,"1,8,9",NA,2,NA,2,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,4,3,2,2,2,2,3,3,4,4,6,2,2,3,2,1,1,1,1,1,1,2,8,12,4,4,9,16,4.5
16,1,1,10,NA,10,6,8,5,3,"4,9,10",NA,4,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,5,4,1,1,1,1,1,6,6,2,3,2,1,1,1,1,1,1,1,1,1,15,20,1,1,6,3.714285714
17,2,1,11,NA,8,2,8,5,1,1,NA,"3,4",NA,2,NA,2,3,2,2,3,3,2,2,1,1,4,3,2,1,4,3,5,4,5,5,6,5,2,1,4,3,3,5,2,2,3,1,6,4,9,4,1,12,2,12,20,25,30,2,12,15,11
17,2,1,12,NA,"10,12",6,8,5,2,6,NA,2,NA,2,NA,2,2,1,1,4,2,1,2,2,3,1,1,1,1,4,4,5,5,5,4,4,3,3,6,6,6,6,6,6,2,2,2,4,1,8,2,6,1,1,16,25,20,12,18,36,36,13.28571429
16,2,1,11,NA,10,6,2,5,2,6,NA,2,NA,2,NA,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,3,1,2,1,2,1,2,2,1,3,3,4,6,1,2,2,4,1,2,2,1,1,1,1,3,2,2,4,3,12,2.785714286
17,2,1,12,NA,"7,10,12",6,8,4,2,1,NA,"2,3",NA,2,NA,3,3,4,3,2,2,5,4,4,5,2,3,2,2,2,2,5,5,6,4,5,4,6,5,5,5,5,5,6,2,3,1,9,12,4,20,20,6,4,4,25,24,20,30,25,25,16.28571429
17,3,1,11,NA,16,"6,7",8,5,1,7,NA,3,NA,2,NA,4,3,5,5,5,4,5,4,4,4,6,5,3,3,5,5,6,5,5,6,6,5,6,6,6,5,6,6,9,2,3,4,12,25,20,20,16,30,9,25,30,30,30,36,30,36,24.92857143
17,1,1,12,NA,6,2,8,6,2,"2,6,7,9",NA,2,NA,2,NA,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,6,3,6,3,6,1,1,4,4,4,6,2,2,2,2,1,1,1,2,2,1,1,1,18,18,18,1,16,24,7.5
17,2,1,12,NA,"11,12",6,2,4,1,"2,6",NA,"2,3,4",NA,2,NA,1,1,2,2,1,1,1,3,1,1,1,1,1,1,3,3,2,6,2,6,1,6,1,1,1,3,4,6,6,1,3,2,1,4,1,3,1,1,1,9,12,12,6,1,3,24,5.642857143
22,2,2,NA,2,16,6,4,5,2,"6,7",NA,"2,4",NA,2,NA,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,5,6,5,5,5,5,2,2,2,2,5,6,6,1,3,2,2,1,4,1,1,1,1,1,30,25,25,4,4,30,9.285714286
22,2,2,NA,7,10,6,8,5,2,"6,7",NA,"3,5",NA,2,NA,2,2,3,1,2,2,3,2,2,1,4,4,2,2,3,2,5,5,5,6,4,4,4,5,2,3,4,4,6,2,3,2,4,3,4,6,2,16,4,6,25,30,16,20,6,16,11.28571429
23,2,2,NA,"1,6",10,6,8,5,2,3,NA,1,NA,1,NA,1,1,2,2,1,1,1,1,2,2,1,4,1,2,1,5,1,1,1,1,1,1,2,2,2,3,3,6,6,2,1,1,1,4,1,1,4,4,2,5,1,1,1,4,6,18,3.785714286
19,2,2,NA,1,10,6,8,5,2,"1,3,7,9",NA,2,NA,2,NA,2,2,3,2,4,3,5,4,2,2,6,5,3,2,2,2,5,4,5,5,5,4,6,6,3,2,5,4,6,2,2,3,4,6,12,20,4,30,6,4,20,25,20,36,6,20,15.21428571
26,2,2,NA,3,10,6,8,5,3,3,NA,1,NA,1,NA,1,1,1,1,2,2,2,2,1,1,3,3,1,1,2,2,4,3,4,4,3,3,3,4,2,2,5,6,6,2,1,1,1,1,4,4,1,9,1,4,12,16,9,12,4,30,7.714285714
16,2,1,10,8,"10,16",6,8,5,3,1,NA,3,NA,2,NA,3,1,5,2,6,2,3,1,4,2,1,1,3,2,1,1,3,6,3,6,2,6,2,3,4,2,1,3,6,2,3,1,3,10,12,3,8,1,6,1,18,18,12,6,8,3,7.785714286
22,3,2,NA,1,"10,12",6,2,4,1,9,NA,"1,3",NA,2,NA,2,1,3,2,2,2,3,2,2,4,3,3,2,1,2,2,4,3,5,5,3,3,3,2,5,3,6,4,6,1,5,3,2,6,4,6,8,9,2,4,12,25,9,6,15,24,9.428571429
24,1,2,NA,7,10,6,8,5,1,7,NA,3,NA,2,NA,3,3,4,2,6,3,5,3,3,1,6,3,3,1,5,4,6,5,6,4,5,5,6,5,4,3,6,4,6,2,3,4,9,8,18,15,3,18,3,20,30,24,25,30,12,24,17.07142857
18,2,2,NA,"1,6",10,6,8,4,2,"2,9,11",I mostly describe myself as sapphic,"3,6",Iâ€™m a kind of non binary where my gender is like a woman but not. In the same way a horror book would describe something as like a wolf but not,2,NA,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4,1,3,3,3,3,1,1,1,1,1,1,6,2,3,3,1,1,1,1,1,4,1,1,4,9,9,1,1,1,2.571428571
16,2,1,11,NA,10,6,2,4,2,"6,11",Demisexual,"1,5",NA,2,NA,3,2,2,1,5,4,5,2,2,3,4,6,2,1,4,6,6,6,6,5,5,3,6,6,5,4,6,4,6,1,5,2,6,2,20,10,6,24,2,24,36,30,15,36,20,24,18.21428571
23,2,2,NA,2,1,7,2,5,2,6,NA,2,NA,2,NA,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,6,6,6,6,6,6,6,4,1,2,5,2,7,1,2,2,1,1,1,3,1,2,1,1,36,36,36,24,2,10,11.07142857
17,2,2,NA,1,10,6,8,5,3,3,NA,1,NA,1,NA,4,4,4,3,5,4,4,3,3,2,5,4,4,3,4,4,4,2,4,3,4,2,4,3,4,3,5,4,6,2,1,1,16,12,20,12,6,20,12,16,8,12,8,12,12,20,13.28571429
18,1,2,NA,"1,6","10,12",6,8,5,2,"6,7",NA,"3,5",NA,2,NA,2,1,2,2,3,2,3,3,3,2,4,3,2,1,3,3,5,4,5,3,4,3,3,3,2,2,4,4,6,2,3,2,2,4,6,9,6,12,2,9,20,15,12,9,4,16,9
16,3,1,10,NA,"10,11",6,8,5,2,"1,2,6,8",NA,2,NA,2,NA,2,3,3,1,1,1,2,3,1,1,1,1,1,1,2,1,4,3,3,2,2,3,2,2,4,3,6,5,6,2,2,2,6,3,1,6,1,1,1,2,12,6,6,4,12,30,6.5
18,NA,2,NA,6,10,6,8,5,2,"1,3,7,11",Demi-romantic and Demi-sexual,"3,4",NA,2,NA,2,2,1,1,3,2,3,2,3,3,6,4,2,1,4,3,5,4,5,5,4,4,3,3,4,4,5,4,6,2,3,1,4,1,6,6,9,24,2,12,20,25,16,9,16,20,12.14285714
17,2,1,12,NA,10,6,8,5,3,9,NA,"4,5",NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,5,2,4,2,1,1,1,1,3,3,6,2,3,3,1,1,1,1,1,1,1,1,10,10,8,1,1,9,3.357142857
16,2,1,11,NA,16,2,8,5,3,"7,9",NA,"1,3,4,5",NA,2,NA,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,6,5,3,2,4,4,2,2,1,1,2,2,2,2,5,3,1,1,1,12,1,1,1,1,30,6,16,4,1,4,5.714285714
20,1,2,NA,"1,6",10,6,2,4,2,"4,6,9",NA,2,NA,2,NA,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,4,3,4,3,4,3,2,2,3,3,4,3,6,1,2,2,1,1,1,2,1,4,1,1,12,12,12,4,9,12,5.214285714
18,1,2,NA,1,12,6,8,5,2,9,NA,2,NA,2,NA,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,3,3,5,5,5,5,1,1,1,1,1,1,6,2,2,3,1,1,1,1,1,8,1,1,9,25,25,1,1,1,5.5
16,2,1,12,NA,10,6,8,4,1,1,NA,2,NA,2,NA,3,2,2,2,3,2,3,4,2,1,3,2,3,2,2,2,5,2,4,3,4,2,6,4,6,4,6,6,6,2,2,1,6,4,6,12,2,6,6,4,10,12,8,24,24,36,11.42857143
17,1,1,12,NA,NA,NA,8,5,3,"1,2",NA,2,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,2,4,2,3,2,2,4,5,5,NA,2,2,1,1,1,1,1,1,1,1,1,6,8,8,6,8,25,4.928571429
17,2,1,12,NA,6,2,8,NA,1,"7,9",NA,3,NA,2,NA,4,3,1,2,4,3,4,2,2,2,4,3,1,1,3,2,6,6,6,6,6,6,4,3,4,2,6,5,2,2,3,3,12,2,12,8,4,12,1,6,36,36,36,12,8,30,15.35714286
16,2,1,11,8,"6,10,12",6,8,6,1,"9,11",Aromantic,"5,6",Agender,2,NA,1,1,1,1,1,1,2,3,1,1,2,2,1,1,1,1,5,4,6,5,4,3,2,4,2,2,2,3,6,2,3,3,1,1,1,6,1,4,1,1,20,30,12,8,4,6,6.857142857
24,3,2,NA,2,"10,12",6,6,4,1,"7,9",NA,"3,4,5",NA,2,NA,4,4,5,4,6,4,4,5,5,6,6,6,4,4,6,6,6,6,4,4,2,1,4,4,3,3,6,6,6,1,3,3,16,20,24,20,30,36,16,36,36,16,2,16,9,36,22.35714286
20,1,2,NA,"1,6","10,12",6,8,5,1,"3,4,7",NA,"1,5",NA,2,NA,2,2,2,2,3,3,1,1,2,2,4,3,1,1,2,3,6,6,5,5,6,6,3,4,2,2,3,4,6,2,5,1,4,4,9,1,4,12,1,6,36,25,36,12,4,12,11.85714286
16,3,2,NA,6,10,6,8,5,1,6,NA,"1,5",NA,2,NA,1,3,2,4,1,2,1,3,1,2,1,1,1,1,3,2,4,4,3,5,4,5,1,5,2,5,1,5,6,2,5,2,3,8,2,3,2,1,1,6,16,15,20,5,10,5,6.928571429
16,3,1,11,NA,"10,16",6,7,5,2,"1,2,7,8",NA,2,NA,2,NA,4,2,3,1,2,2,3,3,1,1,5,4,2,1,2,1,6,4,5,5,4,3,4,5,3,3,5,4,6,3,2,1,8,3,4,9,1,20,2,2,24,25,12,20,9,20,11.35714286
19,2,2,NA,5,10,6,8,4,1,9,NA,6,Agender,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,5,4,5,4,5,5,5,5,5,5,5,5,6,2,3,3,4,4,4,4,4,4,4,3,20,20,25,25,25,25,12.21428571
24,1,2,NA,6,10,6,8,5,1,"1,7,9",NA,3,NA,2,NA,3,2,2,1,2,2,3,2,2,2,2,1,1,1,2,2,6,2,6,3,6,2,4,2,4,3,5,4,6,2,3,3,6,2,4,6,4,2,1,4,12,18,12,8,12,20,7.928571429
21,1,2,NA,1,"10,11",6,8,6,1,"2,6,7",NA,"3,4,5",NA,2,NA,2,2,4,2,3,1,1,1,2,1,4,3,1,1,3,3,6,5,4,4,6,5,2,3,1,1,2,2,6,2,3,2,4,8,3,1,2,12,1,9,30,16,30,6,1,4,9.071428571
16,3,1,11,NA,10,6,2,4,1,"6,7",NA,"3,5",NA,2,NA,2,1,6,1,3,2,2,3,1,1,2,1,1,1,6,6,3,4,2,2,1,2,3,4,2,2,6,6,6,1,3,2,2,6,6,6,1,2,1,36,12,4,2,12,4,36,9.285714286
17,2,1,12,NA,"10,12",6,8,5,2,"4,6,7,8,10",NA,1,NA,2,NA,4,2,4,2,6,3,5,4,5,4,5,4,3,2,5,5,6,5,6,5,4,3,3,3,5,3,6,4,6,2,5,2,8,8,18,20,20,20,6,25,30,30,12,9,15,24,17.5
17,1,1,12,NA,"3,10",6,8,4,1,6,NA,"2,5",NA,1,NA,5,3,3,2,2,2,5,3,1,1,6,5,3,2,2,2,6,6,6,6,6,6,6,6,4,4,6,6,6,2,4,2,15,6,4,15,1,30,6,4,36,36,36,36,16,36,19.78571429
16,3,1,11,NA,10,6,8,5,1,"6,8",NA,1,NA,1,NA,3,4,5,4,6,5,5,5,3,2,5,4,2,2,3,3,1,1,1,1,2,1,5,5,4,3,5,4,6,2,1,2,12,20,30,25,6,20,4,9,1,1,2,25,12,20,13.35714286
20,2,2,NA,1,"6,12",2,8,5,2,1,NA,5,NA,2,NA,4,4,4,3,5,4,4,3,1,1,6,5,2,1,6,4,6,5,6,6,6,5,6,6,5,5,6,6,2,2,5,1,16,12,20,12,1,30,2,24,30,36,30,36,25,36,22.14285714
18,1,2,NA,7,10,6,8,4,1,"4,7",NA,"1,5",NA,2,NA,3,2,3,2,2,1,3,1,2,1,4,2,3,2,4,2,5,2,5,2,6,3,5,2,3,2,4,3,6,2,5,1,6,6,2,3,2,8,6,8,10,10,18,10,6,12,7.642857143
23,2,2,NA,2,10,6,8,5,2,2,NA,2,NA,2,NA,2,1,1,1,3,2,2,2,2,2,3,3,1,1,2,4,5,1,5,5,5,1,5,4,2,2,3,3,6,2,2,1,2,1,6,4,4,9,1,8,5,25,5,20,4,9,7.357142857
