AgeCurrent,SchoolLocation,SchoolYear,SchoolYearTEXT,SchoolFinish,IdentityEthnicity,IdentityRace,IdentityReligion,IdentityDisability,IdentityNeuro,IdentitySexuality,IdentitySexualityTEXT,IdentityGender,IdentityGenderTEXT,IdentitySex,IdentitySexTEXT,HSS1Q1,HSS1Q2,HSS2Q1,HSS2Q2,HSS3Q1,HSS3Q2,HSS4Q1,HSS4Q2,HSS5Q1,HSS5Q2,HSS6Q1,HSS6Q2,HSS7Q1,HSS7Q2,HSS8Q1,HSS8Q2,HSS9Q1,HSS9Q2,HSS10Q1,HSS10Q2,HSS11Q1,HSS11Q2,HSS12Q1,HSS12Q2,HSS13Q1,HSS13Q2,HSS14Q1,HSS14Q2,RaceDemog,ReligionDemog,GenderGroup,SexualityGroup,HSS1,HSS2,HSS3,HSS4,HSS5,HSS6,HSS7,HSS8,HSS9,HSS10,HSS11,HSS12,HSS13,HSS14,SMA_RSS
24,3,2,NA,2,"10,12",6,2,5,2,6,NA,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,6,4,6,6,5,4,1,1,1,1,1,1,6,1,1,2,1,1,1,1,1,6,1,2,24,36,20,1,1,1,6.928571429
17,3,1,12,NA,10,6,8,4,1,"1,7,9",NA,"2,3",NA,2,NA,6,2,4,2,5,3,6,5,2,1,3,3,2,1,6,5,6,6,6,6,5,5,4,2,6,4,6,5,6,2,3,3,12,8,15,30,2,9,2,30,36,36,25,8,24,30,19.07142857
16,2,1,11,NA,"10,12",6,8,5,1,"2,7,8,9",NA,"3,5",NA,2,NA,5,4,3,3,3,4,4,3,2,3,6,6,4,6,4,4,6,2,6,5,5,3,6,5,6,6,6,6,6,2,3,3,20,9,12,12,6,36,24,16,12,30,15,30,36,36,21
17,3,1,12,NA,10,6,8,5,1,6,NA,"2,6",I use any pronouns even though I mostly align with being a woman,2,NA,2,1,1,1,2,2,2,2,1,1,1,1,1,1,3,2,5,3,6,3,5,3,4,3,4,3,5,5,6,2,NA,2,2,1,4,4,1,1,1,6,15,18,15,12,12,25,8.357142857
16,2,1,11,NA,10,6,8,5,2,"6,8",NA,2,NA,2,NA,1,1,2,1,1,1,2,1,1,1,2,2,1,1,3,3,5,1,2,1,3,1,3,3,3,4,5,6,6,2,2,2,1,2,1,2,1,4,1,9,5,2,3,9,12,30,5.857142857
17,3,1,12,NA,"10,12",6,8,4,2,6,NA,2,NA,2,NA,1,1,1,1,1,1,2,2,2,2,2,4,1,1,1,1,4,2,5,4,4,3,1,1,2,2,4,4,6,2,2,2,1,1,1,4,4,8,1,1,8,20,12,1,4,16,5.857142857
20,1,2,NA,1,"7,10,12",6,8,5,3,"1,2,7",NA,2,NA,2,NA,2,3,3,2,5,4,2,1,1,1,6,6,1,2,6,6,6,6,6,6,5,3,6,5,5,6,6,6,6,2,2,1,6,6,20,2,1,36,2,36,36,36,15,30,30,36,20.85714286
17,2,1,12,NA,"10,11,12",6,8,5,1,"2,7,9",NA,3,NA,2,NA,4,3,4,3,5,4,5,3,6,4,5,4,3,2,5,4,6,4,6,6,5,4,6,5,5,3,6,5,6,2,3,3,12,12,20,15,24,20,6,20,24,36,20,30,15,30,20.28571429
19,2,2,NA,8,10,6,4,4,1,"1,2,9",NA,"3,4,6",agender,5,NA,3,1,2,1,4,1,1,1,1,1,6,3,1,1,1,1,6,6,4,6,6,6,6,6,1,1,3,1,6,1,3,3,3,2,4,1,1,18,1,1,36,24,36,36,1,3,11.92857143
23,2,2,NA,1,10,6,8,5,3,6,NA,"1,3,5",NA,2,NA,1,2,1,2,4,3,2,1,1,1,3,2,1,1,2,3,5,5,4,4,3,3,3,3,1,1,2,3,6,2,5,2,2,2,12,2,1,6,1,6,25,16,9,9,1,6,7
17,2,1,11,NA,"10,12",6,8,5,1,3,NA,1,NA,1,NA,4,2,5,3,4,4,5,4,1,1,6,6,3,2,5,5,6,6,6,6,6,6,5,3,3,2,5,4,6,2,1,1,8,15,16,20,1,36,6,25,36,36,36,15,6,20,19.71428571
16,2,1,11,NA,10,6,7,5,2,"2,7,10",NA,"3,6",Queer,2,NA,3,3,2,2,5,4,4,4,3,2,6,4,2,2,5,3,6,6,5,6,5,6,5,6,2,4,5,6,6,3,3,2,9,4,20,16,6,24,4,15,36,30,30,30,8,30,18.71428571
17,2,1,12,7,10,7,8,5,3,"2,6,10",NA,2,NA,2,NA,1,1,3,2,2,1,4,3,2,1,2,1,2,1,2,1,6,6,6,6,6,6,6,6,5,4,6,6,7,2,2,2,1,6,2,12,2,2,2,2,36,36,36,36,20,36,16.35714286
19,1,2,NA,"1,6","10,16",6,8,5,2,10,NA,"1,5",NA,2,NA,2,1,3,3,5,4,2,3,2,3,5,4,1,2,5,5,6,2,4,5,4,2,5,5,4,4,4,4,6,2,5,2,2,9,20,6,6,20,2,25,12,20,8,25,16,16,13.35714286
16,2,1,11,NA,10,6,8,4,1,"4,6,8",NA,"1,2,5,6",Bigender,2,NA,2,3,1,1,5,3,3,2,1,1,5,4,1,2,5,3,6,4,5,4,4,4,4,5,2,3,5,5,6,2,3,2,6,1,15,6,1,20,2,15,24,20,16,20,6,25,12.64285714
16,2,1,11,NA,16,6,8,5,1,"2,6,7,8",NA,"2,6",Questioning,2,NA,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,2,2,3,2,6,2,3,2,1,1,6,1,1,1,1,1,4,2,1,1,4,6,2.214285714
17,3,1,12,NA,10,6,8,5,2,1,NA,2,NA,2,NA,2,2,1,1,1,1,3,3,1,1,1,1,1,1,2,2,3,3,4,3,3,3,5,5,2,2,5,6,6,2,2,1,4,1,1,9,1,1,1,4,9,12,9,25,4,30,7.928571429
21,2,2,NA,"1,6",8,2,8,5,1,"6,10",NA,1,NA,1,NA,5,2,2,1,2,1,4,3,1,1,6,5,3,3,4,2,6,4,6,5,6,5,6,6,5,3,6,5,2,2,1,2,10,2,2,12,1,30,9,8,24,30,30,36,15,30,17.07142857
17,2,1,12,NA,"10,12",6,8,5,2,9,NA,2,NA,2,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,NA,NA,NA,NA,NA,NA,6,2,2,3,1,1,1,2,1,1,1,1,2,4,2,NA,NA,NA,NA
16,2,1,11,NA,10,6,8,5,1,10,NA,3,NA,2,NA,4,2,1,1,2,1,2,1,1,1,1,1,2,2,3,2,6,6,6,6,6,6,3,5,3,3,5,6,6,2,3,2,8,1,2,2,1,1,4,6,36,36,36,15,9,30,13.35714286
21,1,2,NA,2,12,6,8,5,2,6,NA,1,NA,1,NA,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,5,3,3,3,1,1,2,2,1,1,3,4,6,2,1,2,1,1,6,1,1,1,1,2,15,9,1,4,1,12,4
16,1,1,11,NA,"10,13","5,6",8,4,1,"3,7,8,9,11",Omniromantic,"1,3,5",NA,2,NA,5,6,5,6,6,6,6,6,3,4,5,6,2,3,6,6,6,6,6,6,4,5,6,6,5,5,6,6,9,2,5,3,30,30,36,36,12,30,6,36,36,36,20,36,25,36,28.92857143
23,2,2,NA,3,10,6,8,5,1,"6,7",NA,"2,3",NA,2,NA,3,2,4,2,5,3,5,2,1,1,6,6,2,1,6,6,6,6,6,6,6,6,5,6,5,5,6,6,6,2,3,2,6,8,15,10,1,36,2,36,36,36,36,30,25,36,22.35714286
19,2,2,NA,"1,6","10,12",6,2,4,1,6,NA,"1,5",NA,2,NA,3,2,1,1,4,3,4,3,1,1,5,4,2,2,5,4,5,4,5,4,2,2,3,2,2,1,4,4,6,1,5,2,6,1,12,12,1,20,4,20,20,20,4,6,2,16,10.28571429
17,2,1,11,NA,10,6,8,5,2,"1,2,3,7",NA,2,NA,2,NA,2,1,1,2,2,2,3,2,3,3,2,2,2,1,3,2,5,2,5,4,4,2,5,5,6,5,5,4,6,2,2,1,2,2,4,6,9,4,2,6,10,20,8,25,30,20,10.57142857
17,2,1,12,NA,10,6,8,5,1,"6,7,10,11","Omnisexual, demisexual","3,4,5,6","Agender, genderfaun",2,NA,6,2,5,4,4,3,6,5,4,3,6,4,3,1,4,3,6,3,6,5,5,3,4,3,5,3,6,5,6,2,3,2,12,20,12,30,12,24,3,12,18,30,15,12,15,30,17.5
22,2,2,NA,3,10,6,8,6,3,"2,9",NA,3,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,3,1,2,1,6,2,3,3,1,1,1,1,1,1,1,1,1,8,1,1,3,2,1.714285714
17,2,1,11,NA,10,6,2,5,2,"3,8",NA,1,NA,1,NA,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,6,4,3,3,2,2,2,2,1,1,1,1,6,1,1,1,4,1,1,1,1,4,1,1,24,9,4,4,1,1,4.071428571
17,3,1,12,NA,10,6,8,5,2,3,NA,1,NA,1,NA,2,1,3,2,1,1,2,2,1,1,3,4,1,1,3,3,4,4,4,5,4,4,3,3,2,1,1,1,6,2,1,1,2,6,1,4,1,12,1,9,16,20,16,9,2,1,7.142857143
16,2,1,11,NA,12,6,8,5,1,"1,2,7",NA,2,NA,2,NA,3,4,5,3,5,5,5,5,2,2,6,5,2,1,6,5,6,5,6,4,5,4,6,6,6,6,6,6,6,2,2,1,12,15,25,25,4,30,2,30,30,24,20,36,36,36,23.21428571
20,2,2,NA,4,10,6,2,4,1,6,NA,2,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,5,5,5,NA,NA,1,1,1,1,6,1,2,2,1,1,1,1,1,1,1,1,30,30,25,NA,1,1,NA
17,2,1,12,NA,10,6,8,4,1,"4,7",NA,1,NA,2,NA,4,4,3,2,5,5,3,3,2,2,4,3,2,1,5,5,3,1,5,4,2,1,2,3,3,2,4,4,6,2,5,1,16,6,25,9,4,12,2,25,3,20,2,6,6,16,10.85714286
25,2,2,NA,1,"10,12",6,8,5,1,"3,4",NA,"1,5",NA,2,NA,2,1,2,2,3,2,4,2,4,2,5,3,2,1,4,2,6,3,5,4,3,2,1,1,4,2,5,4,6,2,5,1,2,4,6,8,8,15,2,8,18,20,6,1,8,20,9
17,1,1,12,NA,"2,12",6,8,5,2,6,NA,2,NA,2,NA,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,6,6,5,5,6,6,6,6,2,2,1,3,6,2,2,2,1,1,2,2,1,1,1,1,36,25,36,36,4,3,10.71428571
17,1,1,11,NA,8,2,8,5,2,"4,7,8,11",Aromantic,1,NA,2,NA,3,2,1,2,1,1,3,3,1,1,4,4,2,3,1,1,6,6,4,5,3,3,1,1,1,1,2,3,2,2,5,1,6,2,1,9,1,16,6,1,36,20,9,1,1,6,8.214285714
22,2,2,NA,7,"10,12",6,8,4,1,1,NA,"2,5",NA,1,NA,2,1,3,2,4,2,2,1,1,1,4,2,1,1,1,1,6,5,5,4,5,5,4,3,3,2,6,4,6,2,4,1,2,6,8,2,1,8,1,1,30,20,25,12,6,24,10.42857143
17,2,1,12,NA,10,6,8,4,1,"2,9,11",Polysexual,3,NA,2,NA,5,2,4,2,6,3,2,2,1,1,4,1,5,1,6,2,6,3,6,3,4,2,2,1,1,1,3,4,6,2,3,3,10,8,18,4,1,4,5,12,18,18,8,2,1,12,8.642857143
17,3,2,NA,4,10,6,8,6,1,"1,7,9",NA,2,NA,2,NA,6,3,6,3,6,2,4,2,4,2,1,5,3,2,4,3,6,3,6,3,6,1,4,4,3,2,6,4,6,2,2,3,18,18,12,8,8,5,6,12,18,18,6,16,6,24,12.5
17,2,2,NA,4,10,6,6,4,2,"4,7",NA,"1,3,4,5",NA,2,NA,1,2,1,1,6,3,2,1,1,1,4,4,1,1,4,4,6,6,6,6,4,6,6,2,2,2,3,3,6,1,5,1,2,1,18,2,1,16,1,16,36,36,24,12,4,9,12.71428571
25,2,2,NA,7,10,6,8,4,2,"7,9,10",NA,"3,4",NA,2,NA,1,1,1,1,3,2,1,1,1,1,1,1,1,1,4,3,5,2,5,3,2,3,3,2,2,2,1,1,6,2,3,2,1,1,6,1,1,1,1,12,10,15,6,6,4,1,4.714285714
17,1,1,12,NA,7,2,1,5,2,6,NA,2,NA,2,NA,1,1,3,2,1,1,1,2,1,1,1,2,1,1,1,1,6,6,6,6,6,6,6,6,5,5,1,6,2,1,2,2,1,6,1,2,1,2,1,1,36,36,36,36,25,6,13.57142857
25,2,2,NA,7,6,2,8,6,1,"6,7,10",NA,"2,4",NA,2,NA,1,2,2,1,4,4,3,3,1,2,2,1,1,1,2,2,5,5,5,4,5,4,3,3,4,3,5,4,2,2,3,2,2,2,16,9,2,2,1,4,25,20,20,9,12,20,10.28571429
17,2,2,NA,7,10,6,8,4,1,"2,11",Omnisexual,"3,6",Agender,2,NA,4,5,6,5,4,4,4,6,2,1,3,5,2,2,4,6,6,4,6,6,5,5,6,4,2,2,3,6,6,2,3,1,20,30,16,24,2,15,4,24,24,36,25,24,4,18,19
22,2,2,NA,6,"10,16",6,8,5,3,"7,10",NA,"3,6",Genderqueer,2,NA,2,2,1,2,2,3,3,3,2,2,4,2,1,2,2,4,6,4,6,4,3,2,6,5,3,4,2,5,6,2,3,2,4,2,6,9,4,8,2,8,24,24,6,30,12,10,10.64285714
16,2,1,11,NA,10,6,8,4,1,2,NA,3,NA,2,NA,2,1,4,2,2,1,1,1,2,1,1,1,1,1,3,2,1,1,4,3,1,1,1,1,2,3,1,4,6,2,3,1,2,8,2,1,2,1,1,6,1,12,1,1,6,4,3.428571429
17,2,1,11,NA,10,6,8,4,1,"6,7,8,9,11",aegosexual / demisexual / cupiosexual,"3,4,6",alexigender / genderfloren,2,NA,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,6,5,6,5,4,3,4,3,3,2,5,5,6,2,3,2,2,2,2,2,2,1,2,2,30,30,12,12,6,25,9.285714286
16,3,1,12,4,"10,11",6,8,5,1,"2,6,7",NA,"3,5",NA,2,NA,2,1,2,1,2,1,2,1,2,1,3,2,1,1,1,1,5,4,4,3,6,4,2,1,3,2,3,2,6,2,3,2,2,2,2,2,2,6,1,1,20,12,24,2,6,6,6.285714286
16,2,1,11,NA,"6,10,11,12","2,6",8,5,1,"4,7,9",NA,"1,5",NA,2,NA,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,5,5,5,6,5,4,6,5,5,4,5,4,9,2,5,3,1,1,1,4,1,1,1,1,25,30,20,30,20,20,11.14285714
16,2,1,11,NA,"6,8",2,8,5,1,6,NA,1,NA,1,NA,3,1,4,1,1,1,3,3,2,2,2,1,2,1,2,1,5,1,5,3,3,2,5,3,3,3,6,6,2,2,1,2,3,4,1,9,4,2,2,2,5,15,6,15,9,36,8.071428571
17,1,1,11,NA,6,"2,6",8,5,2,6,NA,4,NA,2,NA,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,6,6,6,6,6,6,3,3,4,4,4,4,9,2,3,2,2,2,1,1,2,1,1,1,36,36,36,9,16,16,11.42857143
16,3,1,12,NA,7,4,7,5,2,6,NA,2,NA,2,NA,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,2,5,3,5,3,2,4,6,5,4,4,4,3,2,2,2,1,1,2,1,1,1,1,10,15,15,8,30,16,7.428571429
17,2,1,11,NA,10,6,8,5,2,6,NA,1,NA,1,NA,3,3,1,2,1,2,1,1,2,1,4,5,1,1,4,3,5,4,3,2,2,1,4,4,1,1,3,3,6,2,1,2,9,2,2,1,2,20,1,12,20,6,2,16,1,9,7.357142857
21,2,2,NA,6,12,6,2,5,2,"4,6",NA,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,2,1,1,1,1,3,2,5,5,6,1,1,2,1,1,1,1,1,1,1,1,8,8,1,1,6,25,4.071428571
16,1,1,11,NA,6,2,8,5,2,10,NA,"2,3,4",NA,2,NA,1,1,1,1,3,2,2,2,1,1,1,1,1,1,1,2,6,6,6,6,6,6,4,5,3,3,4,5,2,2,3,2,1,1,6,4,1,1,1,2,36,36,36,20,9,20,12.42857143
17,2,1,11,NA,12,6,6,6,1,11,Nomasexual,6,Paragirl,1,NA,5,1,4,5,4,3,6,4,3,1,1,1,6,1,6,4,6,6,2,4,6,6,6,5,2,1,5,6,6,1,4,2,5,20,12,24,3,1,6,24,36,8,36,30,2,30,16.92857143
20,2,2,NA,"1,6",10,6,8,5,2,3,NA,1,NA,1,NA,2,1,3,2,3,3,2,3,2,1,4,4,2,3,3,2,6,5,5,3,3,2,2,1,1,2,2,4,6,2,1,1,2,6,9,6,2,16,6,6,30,15,6,2,2,8,8.285714286
18,2,1,12,NA,10,6,6,5,1,"2,7,8",NA,2,NA,2,NA,6,5,5,4,5,3,5,5,5,5,4,5,5,4,5,5,6,2,3,4,6,4,5,6,6,6,6,6,6,1,2,1,30,20,15,25,25,20,20,25,12,12,24,30,36,36,23.57142857
16,1,1,11,NA,2,3,8,5,2,"1,9",NA,3,NA,2,NA,3,2,1,1,3,2,4,2,2,2,3,2,1,1,2,2,6,4,6,4,6,5,6,6,5,4,5,5,3,2,3,3,6,1,6,8,4,6,1,4,24,24,30,36,20,25,13.92857143
24,3,2,NA,3,16,6,8,4,1,10,NA,3,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,6,3,3,2,4,3,5,3,5,4,6,2,3,2,1,1,1,1,1,1,1,1,15,18,6,12,15,20,6.714285714
17,2,1,11,NA,10,6,8,4,1,"1,2",NA,2,NA,2,NA,4,4,4,3,3,4,4,4,5,6,5,4,3,3,6,5,6,6,4,5,5,6,6,6,3,3,6,6,6,2,2,1,16,12,12,16,30,20,9,30,36,20,30,36,9,36,22.28571429
26,3,2,NA,3,10,6,8,4,1,"1,2,3",NA,2,NA,2,NA,4,3,NA,2,3,2,2,2,2,2,3,2,2,2,3,2,4,2,4,3,2,2,4,3,4,3,3,4,6,2,2,1,12,NA,6,4,4,6,4,6,8,12,4,12,12,12,NA
17,2,1,12,NA,11,6,8,5,1,3,NA,1,NA,2,NA,3,2,3,2,2,3,3,3,2,1,4,4,2,1,4,5,5,4,5,4,4,4,3,3,6,4,6,4,6,2,5,1,6,6,6,9,2,16,2,20,20,20,16,9,24,24,12.85714286
16,2,1,10,NA,10,6,8,4,3,6,NA,1,NA,1,NA,1,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,5,5,5,5,2,2,3,3,4,4,3,3,6,2,1,2,1,2,4,2,1,2,2,2,25,25,4,9,16,9,7.428571429
24,2,2,NA,3,10,6,8,4,1,7,NA,"3,5",NA,2,NA,5,3,5,3,6,5,6,5,3,3,6,6,3,3,6,5,6,6,6,6,6,6,6,6,4,3,6,6,6,2,3,4,15,15,30,30,9,36,9,30,36,36,36,36,12,36,26.14285714
16,3,1,11,NA,17,6,8,5,2,"7,10",NA,"3,6",non binary/other/questioning but not cis,2,NA,2,1,1,1,1,1,1,1,3,2,1,1,1,1,4,1,1,1,1,2,2,2,1,1,1,1,1,1,6,2,3,2,2,1,1,1,6,1,1,4,1,2,4,1,1,1,1.928571429
16,2,1,11,NA,"10,12",6,8,5,1,9,NA,2,NA,2,NA,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,6,2,2,3,1,1,1,8,1,1,1,2,1,2,1,1,1,1,1.642857143
16,2,1,11,4,10,6,8,5,1,7,NA,"1,3,5,6",demiboy,2,NA,3,3,5,5,4,3,2,3,1,2,4,3,2,2,4,2,5,4,4,3,4,4,5,4,4,3,4,4,6,2,5,4,9,25,12,6,2,12,4,8,20,12,16,20,12,16,12.42857143
16,2,2,NA,4,11,6,2,5,2,"8,9",NA,2,NA,2,NA,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,6,6,6,1,1,1,1,1,1,6,1,2,3,2,1,1,1,1,1,1,1,9,30,36,1,1,1,6.214285714
18,2,2,NA,6,10,6,8,5,1,1,NA,2,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,5,4,5,3,3,1,1,2,1,2,2,6,2,2,1,1,1,1,1,1,1,1,2,20,20,9,1,2,4,4.642857143
16,1,1,11,NA,9,1,8,4,1,"9,10",NA,"3,4",NA,2,NA,4,3,5,3,1,1,4,4,5,5,3,2,2,3,3,2,5,5,5,4,6,6,4,4,5,4,2,4,1,2,3,2,12,15,1,16,25,6,6,6,25,20,36,16,20,8,15.14285714
16,2,1,11,NA,10,6,8,5,1,"2,3,7,9,11",Unlabeled,"3,5",NA,2,NA,5,3,1,1,2,1,4,4,1,2,4,3,1,1,3,2,5,4,4,4,3,3,2,2,2,2,5,5,6,2,3,3,15,1,2,16,2,12,1,6,20,16,9,4,4,25,9.5
17,1,1,12,NA,10,6,7,6,1,9,NA,6,Agender,2,NA,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,2,3,2,4,2,NA,NA,NA,NA,NA,NA,6,3,3,3,1,1,1,4,1,1,1,1,6,6,8,NA,NA,NA,NA
17,1,1,12,NA,10,6,2,5,1,"7,9",NA,"3,4,5",NA,2,NA,3,1,4,2,5,2,4,3,4,3,4,3,2,2,5,5,6,6,6,5,6,5,4,3,5,5,6,6,6,1,3,3,3,8,10,12,12,12,4,25,36,30,30,12,25,36,18.21428571
17,2,1,11,NA,12,6,7,5,1,"2,6,7",NA,"3,5",NA,2,NA,4,3,3,1,5,4,3,2,2,1,4,3,2,1,5,4,5,4,6,5,5,4,5,4,4,3,5,4,6,3,3,2,12,3,20,6,2,12,2,20,20,30,20,20,12,20,14.21428571
22,2,2,NA,"1,6","10,12",6,8,5,3,"3,4,7",NA,"3,4,5",NA,1,NA,4,3,3,3,5,5,4,4,2,2,6,5,3,3,3,4,4,5,5,4,4,4,4,5,5,5,5,6,6,2,3,1,12,9,25,16,4,30,9,12,20,20,16,20,25,30,17.71428571
17,2,1,NA,NA,"10,12",6,6,4,1,"6,9,11",Aceflux,"2,5",NA,1,NA,2,2,2,2,4,4,3,3,1,2,4,3,3,3,2,2,4,4,5,5,3,3,4,3,3,3,4,4,6,1,4,2,4,4,16,9,2,12,9,4,16,25,9,12,9,16,10.5
16,2,1,11,NA,10,6,8,5,1,"2,11",Demi-sexual,2,NA,2,NA,2,2,2,1,3,2,2,2,2,2,4,2,1,1,2,2,1,2,2,2,2,2,4,3,4,3,4,4,6,2,2,1,4,2,6,4,4,8,1,4,2,4,4,12,12,16,5.928571429
17,2,1,12,NA,"9,10","1,6",8,4,1,"9,10,11",Pansexual/panromatic as I'm asexual,4,NA,2,NA,4,2,2,1,5,2,1,3,1,1,6,4,2,1,4,3,6,4,6,5,5,4,3,4,4,3,6,6,9,2,3,2,8,2,10,3,1,24,2,12,24,30,20,12,12,36,14
24,1,2,NA,1,1,6,2,5,2,4,NA,2,NA,2,NA,4,3,6,3,6,4,6,5,3,2,2,2,6,3,6,2,1,5,3,2,2,2,3,1,1,1,4,2,6,1,2,1,12,18,24,30,6,4,18,12,5,6,4,3,1,8,10.78571429
16,1,1,11,NA,10,6,8,5,2,"6,9,11",Aromantic,1,NA,1,NA,1,1,1,1,3,2,2,1,1,1,3,2,1,1,2,1,3,2,3,2,3,2,3,2,2,1,4,3,6,2,1,2,1,1,6,2,1,6,1,2,6,6,6,6,2,12,4.142857143
23,1,2,NA,3,10,6,8,4,1,7,NA,"3,5",NA,2,NA,2,1,2,2,2,2,2,2,1,2,1,1,1,1,2,2,6,6,6,6,6,6,6,6,4,4,6,6,6,2,3,4,2,4,4,4,2,1,1,4,36,36,36,36,16,36,15.57142857
