AgeCurrent,SchoolLocation,SchoolYear,SchoolYearTEXT,SchoolFinish,IdentityEthnicity,IdentityRace,IdentityReligion,IdentityDisability,IdentityNeuro,IdentitySexuality,IdentitySexualityTEXT,IdentityGender,IdentityGenderTEXT,IdentitySex,IdentitySexTEXT,HSS1Q1,HSS1Q2,HSS2Q1,HSS2Q2,HSS3Q1,HSS3Q2,HSS4Q1,HSS4Q2,HSS5Q1,HSS5Q2,HSS6Q1,HSS6Q2,HSS7Q1,HSS7Q2,HSS8Q1,HSS8Q2,HSS9Q1,HSS9Q2,HSS10Q1,HSS10Q2,HSS11Q1,HSS11Q2,HSS12Q1,HSS12Q2,HSS13Q1,HSS13Q2,HSS14Q1,HSS14Q2,RaceDemog,ReligionDemog,GenderGroup,SexualityGroup,HSS1,HSS2,HSS3,HSS4,HSS5,HSS6,HSS7,HSS8,HSS9,HSS10,HSS11,HSS12,HSS13,HSS14,SMA_RSS
17,1,1,12,NA,"10,12",6,7,5,2,6,NA,"1,5",NA,2,NA,2,1,2,1,4,3,2,2,1,1,3,3,1,1,1,1,4,2,6,5,5,2,3,4,3,3,6,6,6,3,5,2,2,2,12,4,1,9,1,1,8,30,10,12,9,36,9.785714286
21,2,2,NA,6,12,6,6,4,1,10,NA,4,NA,2,NA,3,2,3,2,4,5,3,3,1,1,3,2,2,2,1,1,6,4,6,4,6,6,3,3,3,3,2,5,6,1,3,2,6,6,20,9,1,6,4,1,24,24,36,9,9,10,11.78571429
17,3,1,12,NA,10,6,2,5,2,"2,8",NA,2,NA,2,NA,5,3,3,3,4,2,6,4,4,2,3,4,2,1,4,2,6,4,3,3,2,3,5,3,5,4,6,4,6,1,2,1,15,9,8,24,8,12,2,8,24,9,6,15,20,24,13.14285714
20,3,2,NA,1,10,6,8,4,1,7,NA,"4,5",NA,2,NA,2,1,3,2,4,2,2,2,1,2,4,2,1,1,2,2,5,3,1,1,4,3,2,2,1,1,3,3,6,2,3,4,2,6,8,4,2,8,1,4,15,1,12,4,1,9,5.5
16,2,1,11,NA,"10,11,12",6,2,6,1,"6,8,9",NA,"3,4",NA,2,NA,2,1,2,1,3,2,2,3,1,1,1,1,1,1,3,2,4,3,4,3,5,4,3,3,2,2,3,2,6,1,3,2,2,2,6,6,1,1,1,6,12,12,20,9,4,6,6.285714286
16,2,1,11,NA,7,4,8,5,2,10,NA,"1,3,5",NA,2,NA,4,2,1,1,4,3,2,2,6,5,2,2,1,1,1,1,6,6,6,6,6,6,5,5,3,4,4,3,4,2,5,2,8,1,12,4,30,4,1,1,36,36,36,25,12,12,15.57142857
25,2,2,NA,7,10,6,8,5,1,7,NA,1,NA,1,NA,5,2,4,3,2,2,5,4,4,3,6,5,5,3,5,4,6,5,6,5,5,5,5,4,4,3,5,5,6,2,1,4,10,12,4,20,12,30,15,20,30,30,25,20,12,25,18.92857143
16,1,1,11,NA,11,6,8,5,2,1,NA,2,NA,2,NA,4,3,3,2,5,4,4,3,2,2,5,5,3,2,6,5,6,6,6,6,4,4,5,4,2,2,5,4,6,2,2,1,12,6,20,12,4,25,6,30,36,36,16,20,4,20,17.64285714
20,3,2,NA,1,10,6,8,5,3,10,NA,2,NA,2,NA,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,3,5,4,3,2,2,2,3,4,2,2,2,5,6,2,2,2,1,1,4,4,1,1,1,6,20,6,4,12,4,10,5.357142857
16,1,1,11,NA,"10,12",6,8,5,1,"6,7",NA,"1,5",NA,2,NA,6,6,5,6,6,6,4,5,1,2,1,2,4,3,6,6,1,1,5,6,4,4,6,6,6,6,6,6,6,2,5,2,36,30,36,20,2,2,12,36,1,30,16,36,36,36,23.5
17,2,1,12,NA,10,6,8,5,2,3,NA,1,NA,1,NA,4,2,1,1,5,4,1,1,1,1,5,4,1,1,1,1,4,2,3,3,2,2,6,4,5,5,6,4,6,2,1,1,8,1,20,1,1,20,1,1,8,9,4,24,25,24,10.5
17,1,1,12,NA,7,NA,8,5,2,"3,8",NA,1,NA,1,NA,1,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,5,1,4,2,2,2,3,3,3,2,5,4,NA,2,1,1,2,2,4,4,1,4,1,2,5,8,4,9,6,20,5.142857143
17,2,2,NA,"4,6","7,10,12,15","2,6",7,4,1,"2,3,7,8,9,10",NA,"3,4,5",NA,2,NA,3,3,5,4,4,4,3,3,2,4,6,4,2,4,5,5,5,4,6,6,3,2,2,4,5,4,5,4,9,3,3,2,9,20,16,9,8,24,8,25,20,36,6,8,20,20,16.35714286
20,2,2,NA,"1,6",10,6,8,4,1,"1,7",NA,3,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,6,2,3,1,1,1,1,1,1,4,1,1,1,6,1,1,1,6,1.928571429
16,3,1,12,NA,14,6,8,5,1,1,NA,2,NA,2,NA,2,6,3,6,4,5,2,6,1,6,4,5,6,4,3,5,6,6,6,6,4,6,3,5,4,5,2,6,6,2,2,1,12,18,20,12,6,20,24,15,36,36,24,15,20,12,19.28571429
25,2,2,NA,3,12,6,2,5,2,6,NA,7,NA,2,NA,3,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,2,4,4,3,3,5,3,2,1,3,3,6,1,NA,2,3,1,1,1,1,1,1,36,12,16,9,15,2,9,7.714285714
16,2,1,11,NA,"10,12",6,8,4,1,"3,4,6,7,8",NA,"1,5",NA,2,NA,2,2,3,2,4,3,2,2,1,2,4,3,3,2,2,3,5,5,4,3,3,3,4,3,5,4,5,4,6,2,5,2,4,6,12,4,2,12,6,6,25,12,9,12,20,20,10.71428571
17,1,1,12,NA,10,6,8,5,2,"1,11",Aromantic (questioning),2,NA,2,NA,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,5,2,5,2,5,2,4,1,3,2,3,4,6,2,2,1,1,2,1,4,1,1,1,4,10,10,10,4,6,12,4.785714286
21,2,2,NA,1,10,6,8,5,1,6,NA,3,NA,2,NA,2,1,2,2,3,4,2,3,2,1,3,3,1,1,2,3,5,5,5,4,4,3,4,5,3,3,4,3,6,2,3,2,2,4,12,6,2,9,1,6,25,20,12,20,9,12,10
16,2,1,10,NA,"10,13",6,8,5,1,"6,8,9,10",NA,"3,4,5",NA,5,NA,1,3,2,3,4,3,3,2,1,1,4,4,3,2,4,4,6,5,6,6,6,6,6,6,6,6,5,6,6,2,NA,2,3,6,12,6,1,16,6,16,30,36,36,36,36,30,19.28571429
17,2,1,12,NA,10,6,8,4,1,"2,6,7",NA,"3,5",NA,2,NA,5,3,6,3,5,4,5,2,2,2,6,5,3,1,5,3,6,4,6,5,6,4,4,3,5,3,5,3,6,2,3,2,15,18,20,10,4,30,3,15,24,30,24,12,15,15,16.78571429
16,2,1,12,NA,12,6,8,5,1,1,NA,2,NA,1,NA,2,3,1,2,5,4,3,5,1,1,3,4,3,2,5,5,6,5,6,5,5,3,3,2,3,3,3,5,6,2,4,1,6,2,20,15,1,12,6,25,30,30,15,6,9,15,13.71428571
17,2,1,11,1,10,6,6,4,1,1,NA,4,NA,2,NA,4,3,3,1,6,6,4,3,2,1,6,5,5,3,6,6,5,2,3,2,5,3,6,6,5,4,6,6,6,1,3,1,12,3,36,12,2,30,15,36,10,6,15,36,20,36,19.21428571
17,2,2,NA,7,10,6,8,4,1,7,NA,5,NA,2,NA,5,5,2,3,2,1,4,3,2,2,5,5,3,2,5,6,1,1,3,2,5,3,6,5,5,4,5,5,6,2,5,4,25,6,2,12,4,25,6,30,1,6,15,30,20,25,14.78571429
16,3,1,11,NA,12,6,8,6,1,9,NA,5,NA,2,NA,5,4,3,2,4,4,4,4,4,2,5,4,4,3,4,5,6,5,5,6,6,5,5,5,3,3,5,5,6,2,5,3,20,6,16,16,8,20,12,20,30,30,30,25,9,25,19.07142857
17,2,1,12,NA,9,1,6,4,2,"4,6,8",NA,2,NA,2,NA,5,2,5,1,3,1,4,1,3,2,2,1,3,2,4,3,6,3,6,4,5,3,4,3,5,3,6,4,1,1,2,2,10,5,3,4,6,2,6,12,18,24,15,12,15,24,11.14285714
21,2,2,NA,"1,6",10,6,8,5,1,"1,2",NA,3,NA,2,NA,1,1,2,1,4,4,3,3,2,3,4,3,2,1,2,3,5,5,5,5,2,4,5,6,3,4,5,6,6,2,3,1,1,2,16,9,6,12,2,6,25,25,8,30,12,30,13.14285714
24,2,2,NA,1,10,6,8,5,1,1,NA,2,NA,2,NA,5,2,6,5,2,2,5,3,3,2,3,3,2,1,4,2,6,5,6,5,6,5,6,5,5,4,5,3,6,2,2,1,10,30,4,15,6,9,2,8,30,30,30,30,20,15,17.07142857
23,3,2,NA,3,"10,12",6,8,5,2,"2,7",NA,2,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,4,3,3,3,4,2,2,3,4,6,2,2,1,1,1,1,1,1,1,1,1,8,16,9,12,4,12,4.928571429
17,1,1,12,NA,"12,16",6,8,5,3,"6,7",NA,"1,5,6",Transmasc,2,NA,5,3,4,5,6,4,2,4,2,1,5,4,4,3,3,6,5,5,5,5,4,4,5,5,4,3,6,4,6,2,5,2,15,20,24,8,2,20,12,18,25,25,16,25,12,24,17.57142857
23,1,2,NA,"1,6",10,6,6,4,1,6,NA,"3,5",NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3,5,4,5,3,5,4,3,3,4,6,1,3,2,1,1,1,1,1,1,1,1,20,15,20,15,12,12,7.285714286
17,2,1,12,NA,10,"1,6",8,6,3,"2,7,8,9,11",Demiromantic,"3,5",NA,2,NA,4,3,4,2,3,3,2,3,3,1,6,4,2,1,4,2,6,5,5,5,5,4,4,4,5,3,6,5,9,2,3,3,12,8,9,6,3,24,2,8,30,25,20,16,15,30,14.85714286
21,2,2,NA,1,8,2,1,5,2,"1,11",Demi,2,NA,2,NA,2,1,2,3,2,2,3,3,1,1,1,1,1,1,2,2,6,5,6,5,6,5,4,6,3,4,1,3,2,1,2,1,2,6,4,9,1,1,1,4,30,30,30,24,12,3,11.21428571
16,2,1,11,NA,10,6,8,5,2,"2,6",NA,2,NA,2,NA,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,5,2,3,2,1,1,2,2,3,3,6,2,2,2,2,1,1,1,1,1,1,1,10,10,6,1,4,9,3.5
21,2,2,NA,6,"7,10,11",4,8,5,2,10,NA,4,NA,2,NA,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,6,6,6,5,6,5,3,4,4,4,4,4,4,2,3,2,1,1,1,2,2,1,1,1,36,30,30,12,16,16,10.71428571
16,1,1,11,NA,10,6,8,5,2,6,NA,4,NA,2,NA,2,2,1,2,3,2,2,2,1,1,4,4,1,1,2,2,6,6,5,6,6,5,3,4,3,4,4,3,6,2,3,2,4,2,6,4,1,16,1,4,36,30,30,12,12,12,12.14285714
16,2,1,11,NA,"10,11,12",6,8,5,1,10,NA,3,NA,2,NA,3,2,5,6,3,4,2,3,2,2,4,4,3,3,5,5,6,4,5,4,5,5,6,5,3,3,6,6,6,2,3,2,6,30,12,6,4,16,9,25,24,20,25,30,9,36,18
16,2,1,12,NA,"10,11,12",6,8,5,1,6,NA,2,NA,2,NA,1,2,1,2,4,3,2,2,1,1,1,1,1,1,1,1,4,3,5,4,3,2,1,1,2,3,4,3,6,2,2,2,2,2,12,4,1,1,1,1,12,20,6,1,6,12,5.785714286
16,2,1,11,NA,"10,12,16",6,8,4,1,"7,9,10",NA,"3,4",NA,2,NA,2,2,1,1,5,4,2,2,1,1,3,2,2,1,3,2,4,3,4,3,3,2,6,5,4,2,4,3,6,2,3,2,4,1,20,4,1,6,2,6,12,12,6,30,8,12,8.857142857
17,2,2,NA,7,"6,10","2,6",2,5,2,4,NA,"1,5",NA,2,NA,6,1,6,2,6,3,6,3,6,2,6,2,4,1,6,6,6,4,6,5,6,5,6,6,6,5,6,5,9,1,5,1,6,12,18,18,12,12,4,36,24,30,30,36,30,30,21.28571429
17,1,1,12,NA,"6,10,12",6,8,5,2,"1,2,3,7",NA,2,NA,2,NA,2,1,2,2,1,1,4,3,1,1,2,1,3,1,5,3,6,6,6,5,5,6,3,3,2,2,6,5,6,2,2,1,2,4,1,12,1,2,3,15,36,30,30,9,4,30,12.78571429
17,3,1,12,NA,17,6,6,5,1,2,NA,4,NA,2,NA,2,1,3,1,1,1,4,3,1,1,2,1,3,2,2,4,5,3,4,4,3,2,1,1,1,1,1,3,6,1,3,1,2,3,1,12,1,2,6,8,15,16,6,1,1,3,5.5
17,1,1,11,NA,"10,11,12",6,8,4,1,6,NA,"1,5",NA,2,NA,5,4,5,3,5,5,5,5,4,4,5,6,4,4,6,6,6,6,6,6,6,6,4,5,4,4,6,6,6,2,5,2,20,15,25,25,16,30,16,36,36,36,36,20,16,36,25.92857143
16,3,1,11,NA,10,6,8,5,2,"1,2",NA,2,NA,2,NA,2,1,1,1,3,4,2,2,2,1,3,2,2,2,3,2,5,2,4,2,4,2,4,3,4,3,5,4,6,2,2,1,2,1,12,4,2,6,4,6,10,8,8,12,12,20,7.642857143
22,2,2,NA,"1,6",10,6,8,4,1,7,NA,"1,5",NA,2,NA,4,2,2,2,6,4,4,3,1,1,6,5,3,2,6,5,5,5,6,5,3,3,3,3,1,2,5,4,6,2,5,4,8,4,24,12,1,30,6,30,25,30,9,9,2,20,15
17,2,1,12,NA,NA,6,8,5,2,"6,7",NA,"3,5,6",Genderqueer,2,NA,4,2,1,1,5,4,3,4,1,1,4,4,1,1,1,1,4,3,4,4,3,3,4,6,1,1,5,6,6,2,3,2,8,1,20,12,1,16,1,1,12,16,9,24,1,30,10.85714286
17,2,1,12,NA,10,6,8,5,3,6,NA,3,NA,1,NA,2,2,2,2,3,2,3,2,1,1,3,2,3,3,3,2,5,5,3,3,2,2,2,2,2,2,3,3,6,2,3,2,4,4,6,6,1,6,9,6,25,9,4,4,4,9,6.928571429
22,3,2,NA,7,12,6,8,5,2,"6,7,10",NA,2,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,4,1,5,4,4,3,1,1,1,1,2,2,6,2,2,2,1,1,1,1,1,2,1,4,4,20,12,1,1,4,3.857142857
18,1,2,NA,1,10,6,8,5,1,"1,7",NA,"2,3",NA,2,NA,2,1,1,1,1,2,3,3,1,1,1,2,1,1,2,2,2,6,3,6,3,6,4,6,1,2,2,4,6,2,3,1,2,1,2,9,1,2,1,4,12,18,18,24,2,8,7.428571429
25,1,2,NA,3,10,6,8,5,2,1,NA,2,NA,2,NA,6,6,4,6,5,6,5,5,5,5,5,5,4,4,3,4,5,5,5,5,5,5,5,5,3,3,6,6,6,2,2,1,36,24,30,25,25,25,16,12,25,25,25,25,9,36,24.14285714
17,1,1,12,NA,"6,8",6,8,5,2,"2,6,7,10",NA,2,NA,2,NA,2,2,1,1,4,3,1,3,1,2,2,4,1,1,1,1,3,4,2,2,2,3,3,3,3,3,4,4,6,2,2,2,4,1,12,3,2,8,1,1,12,4,6,9,9,16,6.285714286
17,2,1,12,NA,10,6,6,4,2,"2,6,8",NA,2,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,3,1,1,2,1,1,1,1,6,1,2,2,1,1,1,1,1,1,1,1,3,9,3,2,1,1,1.928571429
24,3,2,NA,3,12,6,8,5,2,"2,6",NA,"3,4",NA,1,NA,4,2,3,3,5,4,5,3,4,4,6,4,3,2,4,3,5,3,5,3,4,3,5,4,2,2,4,3,6,2,3,2,8,9,20,15,16,24,6,12,15,15,12,20,4,12,13.42857143
17,2,1,12,8,10,6,8,5,1,"6,7",NA,"2,4",NA,2,NA,1,2,1,1,2,2,1,2,1,1,2,1,1,1,3,2,6,5,6,6,6,6,5,4,2,2,2,3,6,2,3,2,2,1,4,2,1,2,1,6,30,36,36,20,4,6,10.78571429
17,2,1,11,NA,11,6,8,4,1,"4,6,7",NA,"1,5",NA,2,NA,5,4,4,2,6,6,5,4,3,1,6,6,4,2,6,5,4,2,6,3,6,3,6,4,2,1,6,6,6,2,5,2,20,8,36,20,3,36,8,30,8,18,18,24,2,36,19.07142857
20,2,2,NA,"1,6",10,6,8,5,2,"2,7",NA,"1,5",NA,2,NA,1,1,2,2,4,3,2,3,1,1,5,4,1,1,4,5,5,5,6,6,3,2,6,6,2,2,3,4,6,2,5,1,1,4,12,6,1,20,1,20,25,36,6,36,4,12,13.14285714
22,3,2,NA,1,10,6,8,5,2,6,NA,2,NA,2,NA,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4,1,5,2,5,1,3,1,1,1,6,4,6,2,2,2,1,1,1,1,1,4,1,1,4,10,5,3,1,24,4.142857143
21,2,2,NA,7,10,6,6,6,1,"6,7",NA,"4,5",NA,2,NA,1,1,1,1,5,2,1,1,1,1,5,3,2,1,6,3,3,1,5,3,1,1,2,3,5,3,6,3,6,1,3,2,1,1,10,1,1,15,2,18,3,15,1,6,15,18,7.642857143
26,3,2,NA,3,10,6,6,4,1,"2,7,8,10",NA,2,NA,2,NA,3,1,4,3,4,4,5,4,2,2,5,4,3,3,5,5,5,3,5,5,4,3,5,5,5,5,6,6,6,1,2,2,3,12,16,20,4,20,9,25,15,25,12,25,25,36,17.64285714
22,3,2,NA,6,"10,12",6,8,4,1,"3,4,7",NA,1,NA,1,NA,1,1,1,1,2,3,1,1,1,1,6,3,1,1,2,2,2,1,2,3,1,2,4,5,1,1,6,6,6,2,1,1,1,1,6,1,1,18,1,4,2,6,2,20,1,36,7.142857143
16,2,1,11,NA,10,6,8,5,1,"6,7",NA,5,NA,2,NA,6,5,6,6,2,2,5,4,4,3,3,3,2,1,4,5,5,5,5,4,4,4,4,4,2,2,4,4,6,2,5,2,30,36,4,20,12,9,2,20,25,20,16,16,4,16,16.42857143
25,2,2,NA,3,10,6,8,5,1,7,NA,3,NA,2,NA,2,1,1,1,3,1,2,1,2,1,3,2,1,1,3,2,6,3,4,3,3,2,3,2,4,2,5,4,6,2,3,4,2,1,3,2,2,6,1,6,18,12,6,6,8,20,6.642857143
21,2,2,NA,"1,6","10,11,12",6,8,4,1,"1,7",NA,2,NA,2,NA,2,2,3,3,3,3,3,3,3,3,5,5,3,3,2,2,5,5,6,6,5,5,5,5,5,5,6,6,6,2,2,1,4,9,9,9,9,25,9,4,25,36,25,25,25,36,17.85714286
17,2,1,12,NA,12,6,2,5,1,"4,9",NA,4,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,5,4,6,5,6,5,6,1,3,3,1,1,1,1,1,1,1,1,36,36,36,20,30,30,14
17,2,1,12,NA,10,6,8,5,2,3,NA,1,NA,1,NA,2,2,1,1,2,1,3,3,1,1,4,2,1,1,1,1,6,4,6,5,5,5,5,5,3,2,6,4,6,2,1,1,4,1,2,9,1,8,1,1,24,30,25,25,6,24,11.5
16,1,1,11,NA,17,6,8,5,2,"2,6,7",NA,6,I identify as female currently but for a time I identified as non-binary,2,NA,4,2,1,1,3,2,2,1,1,1,3,2,1,1,2,2,5,4,5,5,5,5,4,3,3,3,6,4,6,2,NA,2,8,1,6,2,1,6,1,4,20,25,25,12,9,24,10.28571429
21,2,2,NA,7,10,6,8,4,1,"6,7,9,10",NA,"3,5,6",Genderqueer,2,NA,3,3,2,2,5,3,3,3,2,2,6,5,3,3,4,3,6,6,6,6,6,5,4,4,5,4,6,5,6,2,3,2,9,4,15,9,4,30,9,12,36,36,30,16,20,30,18.57142857
16,3,1,10,NA,10,6,8,5,1,"4,9",NA,5,NA,2,NA,5,4,2,2,6,4,5,3,2,2,5,5,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,2,5,3,20,4,24,15,4,25,4,4,36,36,36,36,36,36,22.57142857
16,2,1,10,1,11,6,5,5,2,"2,6",NA,2,NA,2,NA,6,1,6,1,1,1,1,1,2,1,6,1,1,1,6,1,6,6,6,6,6,6,6,6,5,4,5,5,6,1,2,2,6,6,1,1,2,6,1,6,36,36,36,36,20,25,15.57142857
21,1,2,NA,"1,6","6,10","2,6",8,5,2,7,NA,6,Agender,2,NA,2,2,2,2,2,2,5,3,2,2,5,3,3,2,2,1,6,3,6,3,6,2,6,4,5,4,6,6,9,2,3,4,4,4,4,15,4,15,6,2,18,18,12,24,20,36,13
25,1,2,NA,"2,6","7,12",6,8,5,3,"6,7,10",NA,"3,5",NA,2,NA,1,1,1,1,2,2,1,1,1,1,3,2,1,1,4,3,4,4,5,5,4,3,3,3,2,2,4,3,6,2,3,2,1,1,4,1,1,6,1,12,16,25,12,9,4,12,7.5
20,2,2,NA,"1,6",10,6,8,5,2,6,NA,2,NA,2,NA,4,2,2,2,2,1,3,3,2,2,2,2,1,1,2,1,3,2,4,3,3,2,4,3,3,3,5,4,6,2,2,2,8,4,2,9,4,4,1,2,6,12,6,12,9,20,7.071428571
25,2,2,NA,2,"10,12",6,8,5,1,3,NA,1,NA,1,NA,4,2,2,2,4,3,2,2,1,1,6,5,2,2,5,3,6,6,5,4,3,3,5,5,3,3,6,6,6,2,1,1,8,4,12,4,1,30,4,15,36,20,9,25,9,36,15.21428571
16,1,1,10,NA,10,6,8,5,2,3,NA,1,NA,1,NA,5,4,4,2,2,1,4,4,2,3,6,5,5,2,2,3,6,4,6,3,5,4,5,6,4,5,6,6,6,2,1,1,20,8,2,16,6,30,10,6,24,18,20,30,20,36,17.57142857
19,2,2,NA,1,10,6,8,5,2,"1,3",NA,2,NA,2,NA,1,2,1,1,3,3,3,3,1,1,5,4,1,1,3,3,6,5,4,3,4,3,6,6,4,3,4,4,6,2,2,1,2,1,9,9,1,20,1,9,30,12,12,36,12,16,12.14285714
18,1,2,NA,1,10,6,8,5,1,7,NA,"1,3,5",NA,2,NA,4,2,2,2,1,1,5,4,1,1,4,4,1,2,4,3,6,4,6,6,6,5,5,5,2,1,5,6,6,2,5,4,8,4,1,20,1,16,2,12,24,36,30,25,2,30,15.07142857
22,2,2,NA,6,16,6,6,5,2,"6,11",Transgender Bisexual,2,NA,1,NA,3,3,5,2,6,3,3,4,1,2,3,4,2,3,6,5,5,1,5,5,3,2,2,3,5,5,4,4,6,1,4,2,9,10,18,12,2,12,6,30,5,25,6,6,25,16,13
17,2,1,12,NA,"10,11",6,8,5,2,"7,9",NA,2,NA,2,NA,3,2,2,2,2,2,4,3,2,2,1,1,2,2,1,1,6,4,6,6,6,5,5,5,5,5,5,5,6,2,2,3,6,4,4,12,4,1,4,1,24,36,30,25,25,25,14.35714286
17,2,1,12,NA,10,6,8,4,1,"7,9",NA,6,Agender.,2,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,6,5,3,2,4,4,2,1,3,3,6,2,3,3,2,1,1,1,1,1,1,1,15,30,6,16,2,9,6.214285714
17,2,1,11,NA,"10,12",6,8,5,2,"6,10",NA,4,NA,1,NA,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,3,3,2,3,2,2,1,3,3,2,2,1,2,6,2,3,2,2,1,2,1,1,2,1,3,6,6,2,9,4,2,3
18,2,2,NA,1,"10,12",6,8,5,2,"1,2,7",NA,2,NA,2,NA,4,2,5,1,2,2,4,3,4,2,4,4,4,3,6,5,6,6,6,6,6,6,4,4,5,4,6,6,6,2,2,1,8,5,4,12,8,16,12,30,36,36,36,16,20,36,19.64285714
16,1,1,10,NA,12,7,6,4,1,"2,6",NA,2,NA,2,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,2,2,1,1,4,4,7,1,2,2,2,1,1,1,1,1,1,1,36,36,36,4,1,16,9.857142857
16,3,1,11,NA,10,6,8,5,2,"8,10",NA,7,NA,2,NA,1,2,1,1,3,2,2,3,1,1,1,2,1,1,1,3,5,4,3,3,4,4,5,4,2,1,2,2,6,2,NA,2,2,1,6,6,1,2,1,3,20,9,16,20,2,4,6.642857143
