AgeCurrent,SchoolLocation,SchoolYear,SchoolYearTEXT,SchoolFinish,IdentityEthnicity,IdentityRace,IdentityReligion,IdentityDisability,IdentityNeuro,IdentitySexuality,IdentitySexualityTEXT,IdentityGender,IdentityGenderTEXT,IdentitySex,IdentitySexTEXT,HSS1Q1,HSS1Q2,HSS2Q1,HSS2Q2,HSS3Q1,HSS3Q2,HSS4Q1,HSS4Q2,HSS5Q1,HSS5Q2,HSS6Q1,HSS6Q2,HSS7Q1,HSS7Q2,HSS8Q1,HSS8Q2,HSS9Q1,HSS9Q2,HSS10Q1,HSS10Q2,HSS11Q1,HSS11Q2,HSS12Q1,HSS12Q2,HSS13Q1,HSS13Q2,HSS14Q1,HSS14Q2,RaceDemog,ReligionDemog,GenderGroup,SexualityGroup,HSS1,HSS2,HSS3,HSS4,HSS5,HSS6,HSS7,HSS8,HSS9,HSS10,HSS11,HSS12,HSS13,HSS14,SMA_RSS
16,2,1,11,NA,10,6,8,6,1,"1,7",NA,2,NA,2,NA,4,2,5,4,5,5,6,6,1,1,6,6,2,1,4,4,6,5,4,4,6,6,6,6,6,6,6,6,6,2,2,1,8,20,25,36,1,36,2,16,30,16,36,36,36,36,23.85714286
21,1,2,NA,"1,6","7,11","6,7",6,4,1,"6,7",NA,2,NA,2,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,6,4,6,5,4,4,5,4,3,2,4,4,9,1,2,2,1,1,1,2,1,1,1,1,24,30,16,20,6,16,8.642857143
16,2,1,11,NA,"10,11",6,6,4,1,"9,11",biromantic,4,NA,2,NA,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,4,3,5,3,6,6,1,3,3,1,4,1,3,1,1,1,1,1,3,3,8,15,18,4.357142857
17,2,1,12,NA,10,6,8,5,2,6,NA,2,NA,2,NA,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,4,4,5,5,3,3,5,5,5,5,4,5,6,2,2,2,1,1,1,4,1,1,1,4,16,25,9,25,25,20,9.571428571
16,2,1,11,NA,"11,14",6,5,4,1,"2,7",NA,6,Genderqueer,2,NA,4,3,4,2,2,2,4,3,4,3,4,4,2,2,2,2,6,5,6,5,6,4,5,4,4,4,6,6,6,1,3,1,12,8,4,12,12,16,4,4,30,30,24,20,16,36,16.28571429
17,1,1,12,NA,10,6,8,4,1,"6,7",NA,6,Demiboy,1,NA,1,1,2,1,1,1,1,1,1,1,4,2,3,1,2,2,6,3,6,6,6,3,6,4,6,3,6,6,6,2,NA,2,1,2,1,1,1,8,3,4,18,36,18,24,18,36,12.21428571
16,3,1,11,NA,10,6,2,5,3,"8,10",NA,2,NA,2,NA,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,2,4,5,4,4,5,5,3,4,2,2,6,5,6,1,2,2,1,1,2,2,1,4,1,4,20,16,25,12,4,30,8.785714286
23,2,2,NA,"3,4",10,6,8,4,1,"6,10",NA,2,NA,2,NA,2,4,1,2,5,3,2,3,1,2,1,1,2,2,1,2,3,3,2,6,2,3,2,6,1,2,3,2,6,2,2,2,8,2,15,6,2,1,4,2,9,12,6,12,2,6,6.214285714
24,2,2,NA,3,"10,12",6,8,4,1,7,NA,"1,5",NA,2,NA,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4,4,4,4,3,2,2,2,1,2,1,2,6,2,5,4,1,1,1,1,1,4,1,1,16,16,6,4,2,2,4.071428571
22,1,2,NA,"1,6",10,6,2,5,1,9,NA,"3,5,6",Agender,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,3,2,1,1,1,1,6,1,3,3,1,1,1,1,1,1,1,1,1,8,1,6,1,1,1.857142857
17,1,1,12,NA,12,6,8,4,1,1,NA,2,NA,2,NA,1,3,1,1,1,2,1,2,1,2,4,5,1,1,1,1,1,1,5,6,1,1,4,5,1,2,2,6,6,2,2,1,3,1,2,2,2,20,1,1,1,30,1,20,2,12,7
23,1,2,NA,3,10,6,2,5,2,6,NA,5,NA,1,NA,4,5,4,4,4,5,3,4,3,4,3,3,4,6,2,2,5,3,4,5,4,6,3,3,3,4,4,6,6,1,4,2,20,16,20,12,12,9,24,4,15,20,24,9,12,24,15.78571429
17,2,1,12,NA,10,6,8,6,1,"2,7",NA,3,NA,2,NA,2,1,2,1,1,1,1,1,4,3,3,2,1,1,2,1,5,2,5,3,3,2,2,1,4,4,5,4,6,2,3,1,2,2,1,1,12,6,1,2,10,15,6,2,16,20,6.857142857
17,2,2,NA,7,12,6,8,4,1,1,NA,2,NA,2,NA,3,3,2,2,5,5,3,3,2,2,5,5,2,2,4,4,6,5,6,6,6,5,6,6,6,5,6,6,6,2,2,1,9,4,25,9,4,25,4,16,30,36,30,36,30,36,21
17,2,1,12,NA,"10,16","3,6",8,5,1,"2,6",NA,1,NA,1,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,4,1,1,1,2,2,9,2,1,2,1,1,1,2,1,1,1,1,6,1,1,4,1,4,1.857142857
22,1,2,NA,6,10,6,8,5,2,3,NA,1,NA,1,NA,1,1,1,1,4,4,1,1,1,1,4,4,1,1,4,3,6,6,6,5,4,4,5,5,5,4,6,5,6,2,1,1,1,1,16,1,1,16,1,12,36,30,16,25,20,30,14.71428571
18,2,1,12,NA,"10,12",6,8,5,2,"7,9",NA,2,NA,2,NA,2,1,1,1,1,1,3,3,1,1,1,1,1,1,2,2,5,5,6,5,5,5,4,4,3,3,5,5,6,2,2,3,2,1,1,9,1,1,1,4,25,30,25,16,9,25,10.71428571
17,2,1,12,NA,"12,16",6,6,5,1,"1,7",NA,"2,6",Genderqueer,2,NA,5,3,6,4,6,5,5,3,5,3,3,3,4,3,3,2,5,5,5,3,5,3,5,4,3,2,6,5,6,1,3,1,15,24,30,15,15,9,12,6,25,15,15,20,6,30,16.92857143
18,2,2,NA,"1,6",14,2,5,4,3,6,NA,6,Agender femme? but I don't care for the female/woman label,2,NA,1,1,2,2,1,1,1,1,3,3,2,2,2,2,1,3,5,5,4,3,5,3,2,4,1,3,2,2,2,1,3,2,1,4,1,1,9,4,4,3,25,12,15,8,3,4,6.714285714
17,2,1,12,NA,6,2,8,5,2,"1,2,7,8",NA,"2,3",NA,2,NA,5,3,5,4,3,3,5,4,4,3,5,4,4,4,5,3,4,5,4,4,4,4,3,3,1,1,3,4,2,2,3,1,15,20,9,20,12,20,16,15,20,16,16,9,1,12,14.35714286
16,3,1,10,NA,10,6,8,5,1,"2,7,9",NA,"3,5,6",Demiboy,2,NA,2,4,1,2,1,1,2,2,1,3,4,2,1,1,1,1,6,6,6,6,6,6,3,3,4,2,4,5,6,2,5,3,8,2,1,4,3,8,1,1,36,36,36,9,8,20,12.35714286
17,3,3,NA,NA,10,6,8,4,1,"1,8,9",NA,"2,4,6",Girlflux / Demigirl / Questioning,2,NA,2,1,1,1,1,1,3,2,2,1,2,1,1,1,3,2,4,2,2,2,2,2,4,5,5,4,3,5,6,2,3,3,2,1,1,6,2,2,1,6,8,4,4,20,20,15,6.571428571
24,2,2,NA,3,8,2,8,4,3,"6,7,10,11",Demisexual,"3,4,5",NA,2,NA,1,1,1,1,4,3,2,3,1,1,1,1,1,1,2,1,6,5,6,6,4,5,1,1,1,2,1,1,2,2,3,2,1,1,12,6,1,1,1,2,30,36,20,1,2,1,8.214285714
22,1,2,NA,6,6,2,8,5,2,1,NA,2,NA,1,NA,1,1,3,2,2,2,3,3,1,2,2,2,1,1,2,2,4,4,5,4,5,4,3,3,2,2,1,1,2,2,4,1,1,6,4,9,2,4,1,4,16,20,20,9,4,1,7.214285714
16,1,1,11,NA,10,6,8,5,2,6,NA,"2,5",NA,1,NA,3,1,2,1,1,1,4,2,1,1,2,3,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,6,2,4,2,3,2,1,8,1,6,2,3,1,1,1,1,1,2,2.357142857
17,2,1,12,NA,10,6,8,5,1,"6,7",NA,"3,5",NA,2,NA,2,1,2,1,2,2,2,2,1,1,3,3,2,1,3,3,6,2,6,3,4,2,2,1,3,3,4,3,6,2,3,2,2,2,4,4,1,9,2,9,12,18,8,2,9,12,6.714285714
20,1,2,NA,1,10,6,8,4,1,"6,7",NA,2,NA,2,NA,4,2,4,2,4,3,4,3,2,1,5,4,4,3,5,3,6,3,6,6,5,3,6,6,4,2,3,5,6,2,2,2,8,8,12,12,2,20,12,15,18,36,15,36,8,15,15.5
18,2,2,NA,"1,6","10,12",6,8,5,1,"9,10",NA,1,NA,2,NA,1,1,1,2,1,2,1,1,1,1,1,3,1,1,1,3,4,4,3,3,1,2,1,1,1,2,1,2,6,2,5,2,1,2,2,1,1,3,1,3,16,9,2,1,2,2,3.285714286
23,1,2,NA,1,"10,11,12,14,16",6,8,5,1,1,NA,"2,5",NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,3,1,1,2,2,1,2,2,2,6,2,4,1,1,1,1,1,1,1,1,1,6,18,1,4,2,4,3.071428571
22,1,2,NA,6,10,6,8,6,1,6,NA,"1,5",NA,2,NA,2,2,1,2,2,2,3,3,1,1,3,4,1,1,2,3,3,3,4,3,3,3,3,3,3,3,4,4,6,2,5,2,4,2,4,9,1,12,1,6,9,12,9,9,9,16,7.357142857
16,1,1,11,NA,"10,12",6,2,6,2,"3,4,7",NA,"1,3,5",NA,1,NA,1,2,2,2,3,2,2,4,2,2,4,3,3,2,3,4,5,4,4,4,4,4,3,3,1,1,4,4,6,1,3,1,2,4,6,8,4,12,6,12,20,16,16,9,1,16,9.428571429
16,3,1,11,NA,8,2,2,5,1,"1,7",NA,2,NA,2,NA,2,2,1,1,1,2,3,2,1,1,2,2,1,1,1,2,5,3,5,3,4,3,4,3,3,2,5,4,2,1,2,1,4,1,2,6,1,4,1,2,15,15,12,12,6,20,7.214285714
24,2,2,NA,"1,6",10,6,8,4,1,"6,7",NA,3,NA,2,NA,1,1,1,2,1,2,1,2,1,2,2,3,1,2,2,4,5,6,5,6,6,6,5,5,2,2,3,3,6,2,3,2,1,2,2,2,2,6,2,8,30,30,36,25,4,9,11.35714286
17,2,1,12,NA,10,6,8,5,2,1,NA,2,NA,2,NA,6,2,4,2,6,3,5,2,4,2,6,3,4,3,6,3,6,6,6,6,6,5,6,6,4,2,6,5,6,2,2,1,12,8,18,10,8,18,12,18,36,36,30,36,8,30,20
17,2,1,12,NA,10,6,8,4,1,"2,8,9,11",Aromantic. Asexual. Agender. Pan-Autoerotic. I mainly identify as Aromantic as itâ€™s lesser known and Iâ€™m pretty apathetic about whatever else I donâ€™t feel.,"3,6",None/Agender.,1,NA,3,3,1,2,1,1,4,3,2,2,1,1,1,2,1,1,6,1,6,2,6,2,1,1,NA,NA,NA,NA,6,2,3,3,9,2,1,12,4,1,2,1,6,12,12,1,NA,NA,NA
17,1,1,12,5,10,6,8,5,1,"10,11",Demisexual,"3,5,6",(Trans-masculine),2,NA,1,1,1,1,1,1,3,3,1,1,1,1,2,1,2,1,4,2,3,2,3,2,2,1,2,1,2,3,6,2,5,2,1,1,1,9,1,1,2,2,8,6,6,2,2,6,3.428571429
17,2,1,12,NA,"10,12",6,2,5,2,3,NA,7,NA,1,NA,2,5,5,2,5,4,3,3,2,2,4,4,4,3,5,4,6,5,5,5,5,4,4,5,4,4,4,4,6,1,NA,1,10,10,20,9,4,16,12,20,30,25,20,20,16,16,16.28571429
26,2,2,NA,3,10,6,2,5,2,"1,7",NA,2,NA,2,NA,2,2,2,2,3,2,3,2,2,2,2,2,2,2,4,3,6,5,5,5,6,5,6,6,3,3,3,2,6,1,2,1,4,4,6,6,4,4,4,12,30,25,30,36,9,6,12.85714286
25,2,2,NA,2,2,3,8,5,3,7,NA,7,NA,2,NA,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,5,5,6,5,4,4,6,6,4,3,4,4,3,2,NA,4,1,1,4,1,1,1,1,1,25,30,16,36,12,16,10.42857143
17,2,1,12,NA,10,6,8,5,1,1,NA,4,NA,2,NA,1,1,3,2,1,2,3,2,3,2,1,1,1,1,2,2,5,2,5,2,4,2,4,3,1,2,4,4,6,2,3,1,1,6,2,6,6,1,1,4,10,10,8,12,2,16,6.071428571
21,2,2,NA,1,10,6,8,6,1,"6,7,9",NA,"1,3,5",NA,2,NA,2,1,3,1,3,2,3,1,1,2,4,3,1,1,4,3,4,2,4,3,3,2,4,3,2,1,5,4,6,2,5,2,2,3,6,3,2,12,1,12,8,12,6,12,2,20,7.214285714
17,1,1,11,NA,"10,16",6,8,4,1,"2,6",NA,6,Unsure,1,NA,1,1,2,1,6,3,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,4,2,3,2,1,2,6,2,3,2,1,2,18,1,1,1,1,1,36,36,36,8,6,2,10.71428571
24,1,2,NA,3,6,2,8,5,1,"2,3,6,7,10",NA,"2,3,4",NA,2,NA,1,2,2,2,1,1,2,2,1,1,2,3,1,1,1,1,2,6,2,6,1,6,2,5,2,4,1,4,2,2,3,2,2,4,1,4,1,6,1,1,12,12,6,10,8,4,5.142857143
23,1,2,NA,1,"11,12",6,8,5,3,1,NA,2,NA,2,NA,1,1,2,1,4,4,1,1,1,2,1,1,1,1,1,1,6,6,4,3,6,6,5,5,3,2,4,6,6,2,2,1,1,2,16,1,2,1,1,1,36,12,36,25,6,24,11.71428571
16,2,1,10,NA,"10,12",6,8,5,1,"1,2,9",NA,"2,3,5",NA,2,NA,4,3,3,3,3,3,5,4,2,1,4,3,4,3,3,4,5,2,5,3,4,4,4,4,4,4,5,5,6,2,3,3,12,9,9,20,2,12,12,12,10,15,16,16,16,25,13.28571429
17,1,1,12,NA,10,6,6,5,1,10,NA,"5,6",Transmasc (he/they),2,NA,5,2,4,3,3,1,5,5,3,2,4,3,3,2,2,1,6,5,5,5,5,5,2,2,6,5,6,6,6,1,5,2,10,12,3,25,6,12,6,2,30,25,25,4,30,36,16.14285714
17,1,1,12,NA,"10,12",6,8,5,1,"6,11",Demisexual,3,NA,2,NA,1,1,2,1,1,1,3,2,3,2,2,1,2,1,2,1,1,1,4,3,1,1,6,4,4,2,6,4,6,2,3,2,1,2,1,6,6,2,2,2,1,12,1,24,8,24,6.571428571
17,1,1,12,NA,"10,12",6,7,4,1,"7,9",NA,6,Agender,2,NA,1,1,1,1,1,2,1,1,1,1,4,3,1,1,1,4,6,4,4,5,6,5,2,2,1,2,2,4,6,3,3,3,1,1,2,1,1,12,1,4,24,20,30,4,2,8,7.928571429
22,1,2,NA,1,10,6,8,5,1,7,NA,2,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,4,2,2,1,1,4,1,1,1,6,2,2,4,1,1,1,1,1,1,1,1,9,20,4,1,4,1,3.357142857
19,1,2,NA,1,8,7,8,5,2,1,NA,4,NA,2,NA,1,1,1,1,4,4,1,2,1,1,3,4,1,1,2,3,6,5,4,3,3,4,2,2,3,4,4,5,7,2,3,1,1,1,16,2,1,12,1,6,30,12,12,4,12,20,9.285714286
20,2,2,NA,"1,6","10,12",6,8,5,1,"2,7,8",NA,"1,3,5",NA,2,NA,1,1,1,1,1,2,1,1,1,1,3,3,1,1,2,1,6,4,NA,NA,5,4,4,5,4,3,4,4,6,2,5,1,1,1,2,1,1,9,1,2,24,NA,20,20,12,16,NA
17,2,1,11,NA,10,6,8,4,1,"3,4,7,8,9,11",omni,"5,6","genderqueer, transmasculine",2,NA,2,1,1,2,1,1,1,2,1,1,3,2,1,1,3,4,6,5,6,6,6,5,6,4,5,3,5,3,6,2,3,3,2,2,1,2,1,6,1,12,30,36,30,24,15,15,12.64285714
16,2,1,11,NA,17,6,8,4,1,6,NA,2,NA,2,NA,3,1,2,1,2,1,3,1,2,1,4,1,3,1,4,1,1,1,2,1,2,1,2,1,2,1,1,1,6,2,2,2,3,2,2,3,2,4,3,4,1,2,2,2,2,1,2.357142857
19,3,2,NA,7,"10,12",6,8,4,1,"3,4,6,7,11","Achillean, Omnisexual and Bisexual","1,5",NA,2,NA,6,2,3,2,4,2,5,2,2,1,4,3,3,2,3,2,6,6,6,6,3,4,6,6,4,2,6,3,6,2,5,2,12,6,8,10,2,12,6,6,36,36,12,36,8,18,14.85714286
17,2,1,12,NA,"6,10,12","2,6",8,5,1,"2,7,8",NA,2,NA,2,NA,2,1,2,1,2,3,3,3,1,1,4,3,1,1,5,4,5,6,5,6,5,6,6,5,4,4,2,5,9,2,2,1,2,2,6,9,1,12,1,20,30,30,30,30,16,10,14.21428571
23,2,2,NA,2,10,6,2,4,1,"6,7",NA,2,NA,2,NA,2,2,4,4,5,5,5,5,6,6,5,5,3,3,5,5,6,6,6,6,5,5,6,6,5,5,6,6,6,1,2,2,4,16,25,25,36,25,9,25,36,36,25,36,25,36,25.64285714
16,1,1,10,NA,10,6,8,5,2,"2,3",NA,2,NA,2,NA,4,3,4,2,2,2,4,2,3,3,4,4,2,2,5,3,5,3,6,3,6,5,5,4,4,4,6,5,6,2,2,1,12,8,4,8,9,16,4,15,15,18,30,20,16,30,14.64285714
16,1,1,11,NA,16,6,4,6,1,1,NA,2,NA,2,NA,2,1,1,1,2,2,1,2,1,1,3,3,1,1,5,5,5,5,3,3,4,4,4,4,2,2,5,5,6,1,2,1,2,1,4,2,1,9,1,25,25,9,16,16,4,25,10
22,2,2,NA,"1,6",10,6,2,5,1,1,NA,2,NA,2,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,4,3,4,3,3,2,5,4,4,3,5,5,6,1,2,1,1,1,2,1,1,1,1,4,12,12,6,20,12,25,7.071428571
24,3,2,NA,1,10,6,8,4,1,"1,2,11",Queer,"3,5,6",Agender,2,NA,3,4,3,4,6,6,3,5,3,4,5,5,3,4,3,5,3,6,3,6,3,6,4,5,2,4,2,5,6,2,3,1,12,12,36,15,12,25,12,15,18,18,18,20,8,10,16.5
26,2,2,NA,"3,6",10,6,8,5,1,1,NA,2,NA,2,NA,2,1,2,1,1,1,4,3,1,1,1,1,1,1,3,1,6,5,6,3,5,3,5,4,5,4,6,6,6,2,2,1,2,2,1,12,1,1,1,3,30,18,15,20,20,36,11.57142857
22,1,2,NA,2,10,6,2,5,2,"4,9",NA,2,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,6,1,2,3,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1.285714286
16,2,1,11,NA,"10,16",6,2,5,2,"4,6,11",Biromantic-heterosexual,2,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,3,3,1,1,3,3,4,4,6,1,2,2,1,1,1,1,1,1,1,1,6,2,9,1,9,16,3.642857143
17,3,1,11,NA,10,6,8,4,1,1,NA,"2,3",NA,2,NA,6,3,6,4,5,2,6,5,6,3,5,3,5,3,4,2,6,3,6,5,6,4,6,6,6,4,6,4,6,2,3,1,18,24,10,30,18,15,15,8,18,30,24,36,24,24,21
20,2,2,NA,1,"10,12",6,8,5,2,1,NA,2,NA,2,NA,3,2,3,2,2,2,2,2,3,2,2,2,2,1,1,1,5,4,6,6,5,5,6,6,5,5,6,6,6,2,2,1,6,6,4,4,6,4,2,1,20,36,25,36,25,36,15.07142857
19,1,2,NA,1,10,6,2,6,1,6,NA,2,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,4,3,3,1,1,3,3,4,4,6,1,2,2,1,1,1,1,1,1,1,1,25,16,9,1,9,16,6
17,2,1,12,NA,10,6,8,5,2,"2,6",NA,5,NA,2,NA,3,4,5,5,4,4,4,3,1,2,5,5,2,1,5,5,6,4,5,5,4,4,3,3,3,4,5,4,6,2,5,2,12,25,16,12,2,25,2,25,24,25,16,9,12,20,16.07142857
22,2,2,NA,"1,6","5,12",6,8,5,1,"1,2,3,7",NA,2,NA,2,NA,1,1,1,1,1,2,3,2,1,1,3,2,1,1,1,1,2,2,3,3,3,2,2,2,3,3,4,4,6,2,2,1,1,1,2,6,1,6,1,1,4,9,6,4,9,16,4.785714286
20,2,2,NA,"1,6",12,6,8,5,2,"6,7,9",NA,2,NA,2,NA,3,3,2,2,1,1,2,2,1,1,1,1,1,1,1,1,6,6,5,5,3,3,5,5,3,3,6,6,6,2,2,2,9,4,1,4,1,1,1,1,36,25,9,25,9,36,11.57142857
18,2,2,NA,6,12,NA,8,5,2,1,NA,2,NA,2,NA,4,1,3,1,2,1,4,2,1,1,1,1,1,1,2,2,4,2,4,3,2,4,6,4,3,2,5,5,NA,2,2,1,4,3,2,8,1,1,1,4,8,12,8,24,6,25,7.642857143
20,2,2,NA,1,"7,16","4,6",8,5,1,1,NA,2,NA,2,NA,1,3,2,2,1,1,1,3,1,1,1,4,1,1,1,3,4,5,3,4,4,6,4,6,2,3,1,6,9,2,2,1,3,4,1,3,1,4,1,3,20,12,24,24,6,6,8
20,1,2,NA,4,10,6,8,4,1,"6,10",NA,1,NA,2,NA,3,2,2,3,4,2,4,3,3,2,4,3,4,3,4,4,4,4,5,4,5,4,5,4,5,4,6,5,6,2,5,2,6,6,8,12,6,12,12,16,16,20,20,20,20,30,14.57142857
23,1,2,NA,1,10,6,8,5,2,4,NA,"1,5",NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,3,2,3,2,1,1,1,1,2,2,6,2,5,1,1,1,1,1,1,2,1,1,3,6,6,1,1,4,2.142857143
16,1,1,11,NA,10,6,8,5,2,6,NA,2,NA,2,NA,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,6,5,6,5,4,3,2,2,2,2,4,4,6,2,2,2,1,1,1,1,1,16,1,1,30,30,12,4,4,16,8.5
16,2,1,11,NA,6,2,8,5,2,"6,7,8",NA,2,NA,2,NA,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,5,6,3,4,3,4,2,5,2,3,2,3,2,2,2,2,1,1,1,3,1,2,1,1,30,12,12,10,6,6,6.214285714
24,2,2,NA,6,"9,10","1,6",8,5,1,"6,10",NA,2,NA,2,NA,4,2,4,3,2,2,3,2,2,1,1,2,2,2,3,2,6,4,6,5,4,4,5,4,6,4,6,5,9,2,2,2,8,12,4,6,2,2,4,6,24,30,16,20,24,30,13.42857143
24,2,2,NA,2,"2,16",7,8,5,2,"6,7,10",NA,"1,3",NA,1,NA,3,2,1,1,5,3,2,2,1,1,5,4,2,1,5,3,6,5,6,4,2,1,4,2,6,4,6,5,7,2,3,2,6,1,15,4,1,20,2,15,30,24,2,8,24,30,13
21,1,2,NA,"1,6","10,12",6,2,4,2,"4,6",NA,"1,3,5",NA,2,NA,5,4,2,1,5,5,4,3,5,5,4,3,4,3,6,5,6,6,6,6,6,6,6,6,1,1,4,5,6,1,5,2,20,2,25,12,25,12,12,30,36,36,36,36,1,20,21.64285714
25,2,2,NA,3,12,6,8,4,1,"6,7,10",NA,"2,3",NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,2,2,5,4,5,4,6,6,6,2,3,2,1,1,1,1,1,1,1,1,4,12,4,20,20,36,7.428571429
19,1,2,NA,1,10,6,8,4,1,"7,9",NA,"3,5",NA,2,NA,1,2,2,2,4,3,3,2,2,2,2,2,3,2,4,2,4,2,5,3,3,2,3,3,4,3,5,3,6,2,3,3,2,4,12,6,4,4,6,8,8,15,6,9,12,15,7.928571429
17,2,1,12,NA,"10,12",6,8,5,1,"6,7",NA,"2,3,6",Demigirl,2,NA,2,2,2,2,2,2,2,2,2,2,5,5,2,2,2,2,3,2,4,2,2,3,4,4,3,3,4,4,6,2,NA,2,4,4,4,4,4,25,4,4,6,8,6,16,9,16,8.142857143
16,2,1,11,NA,10,6,8,5,3,"3,11",Asexual Spectrum (Not fully Ace),1,NA,1,NA,4,2,2,1,4,3,3,2,2,2,3,1,4,3,2,2,6,4,4,3,6,4,5,4,3,2,4,3,6,2,1,1,8,2,12,6,4,3,12,4,24,12,24,20,6,12,10.64285714
